cell_type	gene	avg_logFC	p_val	p_val_adj	de_family	de_method	de_type
44	MSN_Drd2+_1	Eif1b	-0.212790758296659	6.94471160907244e-15	6.67958703058491e-13	singlecell	MAST	singlecell
45	MSN_Drd2+_1	Eif3c	-0.222727488820892	7.02176785022778e-11	3.72769240646345e-09	singlecell	MAST	singlecell
46	MSN_Drd2+_1	Eif3k	-0.270679029451813	7.97350985678591e-43	1.44860955187007e-39	singlecell	MAST	singlecell
47	MSN_Drd2+_1	Elk3	0.285220567233104	2.16568389193148e-19	3.76713801244378e-17	singlecell	MAST	singlecell
48	MSN_Drd2+_1	Epyc	0.207506583154447	2.29689395076702e-12	1.54553551395027e-10	singlecell	MAST	singlecell
49	MSN_Drd2+_1	Fgfr2	0.231402505552462	5.53751445120499e-14	4.5729241813966e-12	singlecell	MAST	singlecell
50	MSN_Drd2+_1	Filip1l	0.25394298211803	1.92036852762317e-14	1.73480363509207e-12	singlecell	MAST	singlecell
51	MSN_Drd2+_1	Fth1	-0.333183596154046	1.27497783116691e-19	2.2590615406992e-17	singlecell	MAST	singlecell
52	MSN_Drd2+_1	Gapdh	-0.393707489490518	1.27723724862668e-22	2.98344375032784e-20	singlecell	MAST	singlecell
53	MSN_Drd2+_1	Ggact	0.238447045533484	1.27900775334359e-11	7.54983962993537e-10	singlecell	MAST	singlecell
54	MSN_Drd2+_1	Glp2r	0.336183396013551	1.90508947481589e-25	6.10786627504208e-23	singlecell	MAST	singlecell
55	MSN_Drd2+_1	Gm12353	0.222617372726314	2.22557631258057e-12	1.50373546640516e-10	singlecell	MAST	singlecell
56	MSN_Drd2+_1	Gm47283	-0.374359444083125	6.26939509050567e-28	2.50026534450874e-25	singlecell	MAST	singlecell
57	MSN_Drd2+_1	Gnas	0.253233937204436	9.37431870213114e-08	3.10282358499081e-06	singlecell	MAST	singlecell
58	MSN_Drd2+_1	Got1	-0.20307561081921	7.77515500231838e-10	3.55116087829351e-08	singlecell	MAST	singlecell
59	MSN_Drd2+_1	H3f3b	-0.226376730356533	2.66627878317044e-13	2.02773601784278e-11	singlecell	MAST	singlecell
60	MSN_Drd2+_1	Hacd4	0.23522971929214	5.65161980777633e-15	5.56684551065968e-13	singlecell	MAST	singlecell
61	MSN_Drd2+_1	Hnrnpa0	-0.219833268314488	1.28956052629346e-14	1.21181633134623e-12	singlecell	MAST	singlecell
62	MSN_Drd2+_1	Hsp90aa1	-0.538839999530441	3.22149782612892e-50	1.31686777387585e-46	singlecell	MAST	singlecell
63	MSN_Drd2+_1	Hsp90ab1	-0.439787116869329	4.19231433344185e-24	1.12374642075586e-21	singlecell	MAST	singlecell
64	MSN_Drd2+_1	Hsp90b1	-0.396655948084195	1.56298253270221e-43	3.19454092402672e-40	singlecell	MAST	singlecell
65	MSN_Drd2+_1	Hspa5	-0.236572825641199	2.29136976589244e-25	7.06909189473722e-23	singlecell	MAST	singlecell
66	MSN_Drd2+_1	Hspa8	-0.448292470056986	7.79984826379177e-29	3.27013638362203e-26	singlecell	MAST	singlecell
67	MSN_Drd2+_1	Inhba	0.227116579417772	1.8466997922733e-12	1.25292067649214e-10	singlecell	MAST	singlecell
68	MSN_Drd2+_1	Itgbl1	0.330085488526285	1.79004617422079e-22	4.06514513815058e-20	singlecell	MAST	singlecell
69	MSN_Drd2+_1	Itm2b	-0.241456584407709	2.93817411195349e-11	1.63966160083794e-09	singlecell	MAST	singlecell
70	MSN_Drd2+_1	Itm2c	-0.302054410015439	1.0529689820253e-26	4.00397577327808e-24	singlecell	MAST	singlecell
71	MSN_Drd2+_1	Kansl1l	0.285521738566391	2.76687905380243e-18	4.15057242281867e-16	singlecell	MAST	singlecell
72	MSN_Drd2+_1	Kcna1	0.218648041954674	4.19217236754944e-11	2.29251539738465e-09	singlecell	MAST	singlecell
73	MSN_Drd2+_1	Ldhb	-0.202145485866138	1.60181671417032e-09	6.87435829223067e-08	singlecell	MAST	singlecell
74	MSN_Drd2+_1	Lin7b	-0.222093238576594	6.05544930397174e-18	8.76218155480018e-16	singlecell	MAST	singlecell
75	MSN_Drd2+_1	Lingo2	-0.809839289449891	4.28635245491208e-26	1.52361193457103e-23	singlecell	MAST	singlecell
76	MSN_Drd2+_1	Lrrc4	0.282433157737039	1.28489219793912e-19	2.2590615406992e-17	singlecell	MAST	singlecell
77	MSN_Drd2+_1	Lrtm1	0.660180864340782	6.19960311113831e-105	5.06848552351113e-101	singlecell	MAST	singlecell
78	MSN_Drd2+_1	Ly6h	-0.275261663886971	6.75540921044528e-24	1.78015024138806e-21	singlecell	MAST	singlecell
79	MSN_Drd2+_1	Lysmd4	0.379240645771885	4.10688789432794e-33	2.48710088741319e-30	singlecell	MAST	singlecell
80	MSN_Drd2+_1	Lzts3	-0.206647322385345	4.77215161219238e-11	2.60098170036525e-09	singlecell	MAST	singlecell
81	MSN_Drd2+_1	Mdh1	-0.201839323033371	6.52592955852357e-08	2.22303071273789e-06	singlecell	MAST	singlecell
82	MSN_Drd2+_1	Muc15	0.219219342752452	8.95785071364165e-12	5.404790295895e-10	singlecell	MAST	singlecell
83	MSN_Drd2+_1	Ncdn	-0.208210410075023	1.57766838182759e-14	1.44923908490241e-12	singlecell	MAST	singlecell
84	MSN_Drd2+_1	Ndrg4	-0.225375932808429	1.70729738368336e-17	2.32633496005055e-15	singlecell	MAST	singlecell
85	MSN_Drd2+_1	Ndufa5	-0.213673110862015	3.74851099678874e-16	4.16951723187025e-14	singlecell	MAST	singlecell
86	MSN_Drd2+_1	Ndufa6	-0.317237537813143	2.43238744269795e-36	2.09326142502917e-33	singlecell	MAST	singlecell
87	MSN_Drd2+_1	Ndufc2	-0.20401849434658	2.24973366567037e-16	2.62752822624116e-14	singlecell	MAST	singlecell
88	MSN_Drd2+_1	Nfe2l1	-0.265557888108207	2.32252807002741e-21	4.6883526509899e-19	singlecell	MAST	singlecell
89	MSN_Drd2+_1	Nsg1	-0.351005781301651	4.85208866701338e-22	1.04390133939915e-19	singlecell	MAST	singlecell
90	MSN_Drd2+_1	Oaz1	-0.270128931118378	1.1574422872581e-17	1.617550328116e-15	singlecell	MAST	singlecell
91	MSN_Drd2+_1	Pcbp2	0.248194735291078	1.17475871713475e-14	1.11031675051274e-12	singlecell	MAST	singlecell
92	MSN_Drd2+_1	Pcdh15	-0.251710540752778	8.77777460020116e-06	0.000198239492386587	singlecell	MAST	singlecell
93	MSN_Drd2+_1	Pcdh9	0.301474369968325	2.47424106045682e-25	7.49191029250545e-23	singlecell	MAST	singlecell
94	MSN_Drd2+_1	Pcp4	-0.321447923807063	1.55487758505885e-18	2.39847201823559e-16	singlecell	MAST	singlecell
95	MSN_Drd2+_1	Pcsk1n	-0.224016796757555	3.76529076322117e-09	1.53149923555795e-07	singlecell	MAST	singlecell
96	MSN_Drd2+_1	Pde1c	0.235339844367936	2.24313210223694e-14	2.0073580494432e-12	singlecell	MAST	singlecell
97	MSN_Drd2+_1	Pdia3	-0.386676045255543	3.68101093276612e-49	1.20376419523318e-45	singlecell	MAST	singlecell
98	MSN_Drd2+_1	Penk	-0.261265491131896	1.82812135044581e-24	5.15372624157576e-22	singlecell	MAST	singlecell
99	MSN_Drd2+_1	Pgam1	-0.242655936539397	2.62308581175065e-25	7.79819565598817e-23	singlecell	MAST	singlecell
100	MSN_Drd2+_1	Pigk	0.375547333770442	1.27561613030421e-37	1.29063590716714e-34	singlecell	MAST	singlecell
101	MSN_Drd2+_1	Pkm	-0.372814469544898	2.39142773254613e-24	6.51703914247697e-22	singlecell	MAST	singlecell
102	MSN_Drd2+_1	Pnmal2	-0.359270518062269	2.20117130989642e-33	1.43965408352466e-30	singlecell	MAST	singlecell
103	MSN_Drd2+_1	Ppia	-0.483522366318443	8.86711108852067e-38	9.66574222722677e-35	singlecell	MAST	singlecell
104	MSN_Drd2+_1	Ppp1r1b	-0.210508080948324	4.9429881676111e-16	5.35250328004033e-14	singlecell	MAST	singlecell
105	MSN_Drd2+_1	Psap	-0.415608214895731	7.0616105944617e-39	9.73160148147438e-36	singlecell	MAST	singlecell
106	MSN_Drd2+_1	Psma7	-0.221700641455148	6.97893447777698e-24	1.7830087132208e-21	singlecell	MAST	singlecell
107	MSN_Drd2+_1	Ptma	-0.230003251527838	6.75448839876905e-17	8.43073586322693e-15	singlecell	MAST	singlecell
108	MSN_Drd2+_1	Ptprn	0.223131026923261	3.72999183351728e-15	3.71884734572201e-13	singlecell	MAST	singlecell
109	MSN_Drd2+_1	Rab3a	-0.267977565242011	1.984097207269e-25	6.23884104539527e-23	singlecell	MAST	singlecell
110	MSN_Drd2+_1	Rab6b	-0.247676347339404	4.95266150464278e-29	2.24947134062261e-26	singlecell	MAST	singlecell
111	MSN_Drd2+_1	Rpl10a	-0.210698839524463	3.3280692038178e-21	6.6362511648323e-19	singlecell	MAST	singlecell
112	MSN_Drd2+_1	Rpl13	-0.220098096193912	2.44056998311421e-17	3.19246078351203e-15	singlecell	MAST	singlecell
113	MSN_Drd2+_1	Rpl28	-0.231853525652549	2.15994176009434e-22	4.83797366017844e-20	singlecell	MAST	singlecell
114	MSN_Drd2+_1	Rpl41	-0.315990466888391	6.85887500504237e-24	1.78015024138806e-21	singlecell	MAST	singlecell
115	MSN_Drd2+_1	Rplp2	-0.209110202170241	7.15021975090919e-19	1.15755686284273e-16	singlecell	MAST	singlecell
116	MSN_Drd2+_1	Rpn1	-0.264226215933436	6.13905161836598e-45	1.43399475731289e-41	singlecell	MAST	singlecell
117	MSN_Drd2+_1	Rps15	-0.281652211060534	4.21677608685197e-32	2.37753468262471e-29	singlecell	MAST	singlecell
118	MSN_Drd2+_1	Rps23	-0.251998043979302	1.51482717179006e-26	5.62930433771347e-24	singlecell	MAST	singlecell
119	MSN_Drd2+_1	Rps8	-0.25519686609321	3.51654594989285e-19	5.9277363738864e-17	singlecell	MAST	singlecell
120	MSN_Drd2+_1	Rraga	-0.201214229044672	6.41334498368684e-15	6.20500614368423e-13	singlecell	MAST	singlecell
121	MSN_Drd2+_1	Serinc1	-0.379846976502982	5.55152580846355e-34	3.94665210844294e-31	singlecell	MAST	singlecell
122	MSN_Drd2+_1	Sik2	0.217838643868645	3.91021031184366e-10	1.84785690199294e-08	singlecell	MAST	singlecell
123	MSN_Drd2+_1	Slc24a5	-0.217419589947103	2.09140107609794e-11	1.19987715772903e-09	singlecell	MAST	singlecell
124	MSN_Drd2+_1	Slc25a4	-0.422033182177833	5.81011202734691e-35	4.31823371632497e-32	singlecell	MAST	singlecell
125	MSN_Drd2+_1	Slc25a5	-0.204867927040727	3.98431409235754e-10	1.87745013614231e-08	singlecell	MAST	singlecell
126	MSN_Drd2+_1	Smpd4	0.248781863865185	8.15328315218284e-19	1.30700326295433e-16	singlecell	MAST	singlecell
127	MSN_Drd2+_1	Stmn2	-0.202903661572928	4.83265494161275e-22	1.04390133939915e-19	singlecell	MAST	singlecell
128	MSN_Drd2+_1	Stmn3	-0.240962054184383	1.88202692049927e-13	1.45843707000396e-11	singlecell	MAST	singlecell
129	MSN_Drd2+_1	Syt11	-0.4770622794366	9.89414802376421e-56	5.39264047788562e-52	singlecell	MAST	singlecell
130	MSN_Drd2+_1	Tac1	-0.424389396745215	9.25611113973743e-16	9.70170982345171e-14	singlecell	MAST	singlecell
131	MSN_Drd2+_1	Tecr	-0.297350976022109	3.38766923583223e-22	7.48537563176929e-20	singlecell	MAST	singlecell
132	MSN_Drd2+_1	Thra	-0.211287880622946	3.84151433356443e-26	1.39583557484693e-23	singlecell	MAST	singlecell
133	MSN_Drd2+_1	Timp3	0.273473699544825	1.79070945319795e-18	2.7364383429196e-16	singlecell	MAST	singlecell
134	MSN_Drd2+_1	Tmem158	-0.303906576954492	7.34687926864609e-18	1.04459846018811e-15	singlecell	MAST	singlecell
135	MSN_Drd2+_1	Tmem30a	-0.385293980669004	2.9640054529339e-35	2.30783110290106e-32	singlecell	MAST	singlecell
136	MSN_Drd2+_1	Tmsb10	-0.250830493989752	2.51494526311742e-32	1.46863821418689e-29	singlecell	MAST	singlecell
137	MSN_Drd2+_1	Tmsb4x	-0.200590807729718	2.84547121262569e-14	2.46759201302177e-12	singlecell	MAST	singlecell
138	MSN_Drd2+_1	Tomm20	-0.291039777656604	4.26257014338773e-18	6.27903463193989e-16	singlecell	MAST	singlecell
139	MSN_Drd2+_1	Ttc3	-0.21380096602938	8.61076726359493e-26	2.81589311054081e-23	singlecell	MAST	singlecell
140	MSN_Drd2+_1	Tubb2a	-0.201784674430383	1.03166970878678e-11	6.17905912394605e-10	singlecell	MAST	singlecell
141	MSN_Drd2+_1	Ubb	-0.415866968091183	4.96731041275465e-22	1.05481159167469e-19	singlecell	MAST	singlecell
142	MSN_Drd2+_1	Ubl5	0.290600129932594	3.64184126495099e-36	2.97738732616068e-33	singlecell	MAST	singlecell
143	MSN_Drd2+_1	Uchl1	-0.253548502362426	1.23010092028734e-16	1.50099851847898e-14	singlecell	MAST	singlecell
144	MSN_Drd2+_1	Usp50	0.20251020547587	5.72623296443231e-11	3.09008697034431e-09	singlecell	MAST	singlecell
145	MSN_Drd2+_1	Vamp2	-0.289512961152816	3.44256733467798e-37	3.12718991607332e-34	singlecell	MAST	singlecell
146	MSN_Drd2+_1	Xrcc6	0.284266312238891	8.44843572707586e-16	8.9122821015108e-14	singlecell	MAST	singlecell
147	MSN_Drd2+_1	Ywhab	-0.313436850344231	6.88594387757665e-23	1.66682418035448e-20	singlecell	MAST	singlecell
148	MSN_Drd2+_1	Zbtb20	0.208387102281676	1.44584213558109e-23	3.63707150136715e-21	singlecell	MAST	singlecell
149	MSN_Drd1+_1	1700037C18Rik	0.224659448928064	8.09242509986451e-16	2.2437597326891e-13	singlecell	MAST	singlecell
150	MSN_Drd1+_1	3110021N24Rik	0.222963404400074	3.33881003573317e-11	4.55282325856204e-09	singlecell	MAST	singlecell
151	MSN_Drd1+_1	Ammecr1	0.235870305057873	1.01528907978471e-10	1.26995106250364e-08	singlecell	MAST	singlecell
152	MSN_Drd1+_1	Atp1a1	-0.20204468298816	8.84256805380351e-12	1.36208298280625e-09	singlecell	MAST	singlecell
153	MSN_Drd1+_1	Atp5l	-0.216781368357868	7.93456166181016e-18	3.21949677575302e-15	singlecell	MAST	singlecell
154	MSN_Drd1+_1	Atp5o	0.237573581787688	1.38316322687474e-13	2.70709452262215e-11	singlecell	MAST	singlecell
155	MSN_Drd1+_1	Atp6v1e1	-0.28114129415474	5.85368373715407e-27	6.08636766570594e-24	singlecell	MAST	singlecell
156	MSN_Drd1+_1	Calm2	-0.213646682126503	3.43951371736336e-26	3.36586765894452e-23	singlecell	MAST	singlecell
157	MSN_Drd1+_1	Camkv	0.300990158672556	3.42918116851468e-27	4.07484699424359e-24	singlecell	MAST	singlecell
158	MSN_Drd1+_1	Cdipt	-0.224797431861656	5.9231037441849e-30	9.853675388826e-27	singlecell	MAST	singlecell
159	MSN_Drd1+_1	Cntnap5c	0.203650022653837	1.29689924508942e-08	1.03726999237056e-06	singlecell	MAST	singlecell
160	MSN_Drd1+_1	Ctnna3	0.452685028172453	4.6755231185423e-127	3.88910013000348e-123	singlecell	MAST	singlecell
161	MSN_Drd1+_1	Eef1a2	-0.21830000059439	7.7022411698602e-20	4.13337045489659e-17	singlecell	MAST	singlecell
162	MSN_Drd1+_1	Elk3	0.307831283879583	1.29536459363963e-21	7.69631620706743e-19	singlecell	MAST	singlecell
163	MSN_Drd1+_1	Epyc	0.302544719883421	1.79501839134037e-22	1.19447703833354e-19	singlecell	MAST	singlecell
164	MSN_Drd1+_1	Fgfr2	0.239891477807207	4.49537299648737e-19	2.07736181026566e-16	singlecell	MAST	singlecell
165	MSN_Drd1+_1	Filip1l	0.225740407818772	9.47461610934444e-12	1.44605241830325e-09	singlecell	MAST	singlecell
166	MSN_Drd1+_1	Ggact	0.278114828941663	7.22423955811929e-18	3.00456123222181e-15	singlecell	MAST	singlecell
167	MSN_Drd1+_1	Glp2r	0.299796923062102	8.02759812738639e-23	6.0703237476e-20	singlecell	MAST	singlecell
168	MSN_Drd1+_1	Gm12353	0.22270906699865	2.83391049017132e-11	3.96175923651177e-09	singlecell	MAST	singlecell
169	MSN_Drd1+_1	Gm47283	-0.35667841452241	2.89916817941589e-28	3.71004321790483e-25	singlecell	MAST	singlecell
170	MSN_Drd1+_1	H3f3b	-0.222880835244069	4.38973409107736e-17	1.58755687693833e-14	singlecell	MAST	singlecell
171	MSN_Drd1+_1	Hsp90aa1	-0.210345805506017	1.69294002726958e-13	3.20042616973372e-11	singlecell	MAST	singlecell
172	MSN_Drd1+_1	Il1rapl2	-0.315598063025953	2.67279002518713e-08	2.03965756234005e-06	singlecell	MAST	singlecell
173	MSN_Drd1+_1	Inhba	0.216183845860404	7.58232314252035e-13	1.32778450314704e-10	singlecell	MAST	singlecell
174	MSN_Drd1+_1	Itgbl1	0.286972735037434	2.59323708585887e-14	5.46089774181622e-12	singlecell	MAST	singlecell
175	MSN_Drd1+_1	Kansl1l	0.266388666035765	7.62545795290265e-17	2.48297593492711e-14	singlecell	MAST	singlecell
176	MSN_Drd1+_1	Kcna1	0.20543693821789	4.78537125206505e-12	7.58185106184326e-10	singlecell	MAST	singlecell
177	MSN_Drd1+_1	Lrrc4	0.25535431486041	1.52540733885986e-15	3.84495098322312e-13	singlecell	MAST	singlecell
178	MSN_Drd1+_1	Lrtm1	0.719515021717255	2.0087232795348e-129	3.3417120478341e-125	singlecell	MAST	singlecell
179	MSN_Drd1+_1	Lysmd4	0.360704594354833	4.56034195183742e-33	1.51731697421535e-29	singlecell	MAST	singlecell
180	MSN_Drd1+_1	Lzts3	-0.243905902753835	8.57876187845003e-16	2.33313247962544e-13	singlecell	MAST	singlecell
181	MSN_Drd1+_1	Ndufa6	-0.268245744348875	3.03948691081928e-32	8.42748404139825e-29	singlecell	MAST	singlecell
182	MSN_Drd1+_1	Npsr1	-0.293471163182732	1.05235150936155e-06	5.14909403227612e-05	singlecell	MAST	singlecell
183	MSN_Drd1+_1	Nsmaf	0.241928120506794	6.29877633768584e-17	2.09572886307483e-14	singlecell	MAST	singlecell
184	MSN_Drd1+_1	Oaz1	-0.284680872238648	9.50076077008429e-23	6.87194157265749e-20	singlecell	MAST	singlecell
185	MSN_Drd1+_1	Pcbp2	0.225474515891969	4.49201543279461e-15	1.0236872430133e-12	singlecell	MAST	singlecell
186	MSN_Drd1+_1	Pcdh15	-0.374853605569873	5.96239543437091e-08	4.18524938591538e-06	singlecell	MAST	singlecell
187	MSN_Drd1+_1	Pcdh9	0.234318006632029	4.33698866542551e-17	1.58755687693833e-14	singlecell	MAST	singlecell
188	MSN_Drd1+_1	Pdia3	-0.229920564338996	1.34057761668339e-19	6.64928645950578e-17	singlecell	MAST	singlecell
189	MSN_Drd1+_1	Pigk	0.324445309810752	3.88952188774817e-30	8.08826076557232e-27	singlecell	MAST	singlecell
190	MSN_Drd1+_1	Pisd	-0.20251988172089	2.53989999757103e-10	2.77985370786787e-08	singlecell	MAST	singlecell
191	MSN_Drd1+_1	Rps15	-0.335832861359988	2.20106415610617e-56	1.22056344336608e-52	singlecell	MAST	singlecell
192	MSN_Drd1+_1	Serinc1	-0.253722925866361	1.30554464537137e-19	6.64928645950578e-17	singlecell	MAST	singlecell
193	MSN_Drd1+_1	Smpd4	0.22304480303335	2.57684502844924e-16	7.655070338086e-14	singlecell	MAST	singlecell
194	MSN_Drd1+_1	Syt11	-0.341925100049453	4.7682882726799e-31	1.13321776720433e-27	singlecell	MAST	singlecell
195	MSN_Drd1+_1	Syt4	-0.212499221403707	5.74631612613358e-16	1.64820198404066e-13	singlecell	MAST	singlecell
196	MSN_Drd1+_1	Timp3	0.231846623156165	2.10229362581406e-16	6.35886486528048e-14	singlecell	MAST	singlecell
197	MSN_Drd1+_1	Tmem243	0.21083972905554	1.46537711437033e-10	1.74072995703346e-08	singlecell	MAST	singlecell
198	MSN_Drd1+_1	Tmem30a	-0.322121257207998	5.45101804223906e-30	9.853675388826e-27	singlecell	MAST	singlecell
199	MSN_Drd1+_1	Tmem50a	-0.234557765250683	1.07456876355267e-28	1.6251387227693e-25	singlecell	MAST	singlecell
200	MSN_Drd1+_1	Tmsb10	-0.226476464036083	1.66587121574648e-28	2.30945279542988e-25	singlecell	MAST	singlecell
201	MSN_Drd1+_1	Ubl5	0.397367950398255	9.74516099891701e-56	4.05301245944959e-52	singlecell	MAST	singlecell
202	MSN_Drd1+_1	Usp50	0.223667590184875	8.6079014820901e-14	1.74635425678111e-11	singlecell	MAST	singlecell
203	MSN_Drd1+_1	Xrcc6	0.271124947468989	6.10042510350002e-17	2.07115657187401e-14	singlecell	MAST	singlecell
204	Astrocytes	0610009B22Rik	-0.243461491846878	8.151224262204e-08	3.5954851410234e-06	singlecell	MAST	singlecell
205	Astrocytes	1500009C09Rik	-0.245046323419877	6.0971221958809e-13	7.11396483306491e-11	singlecell	MAST	singlecell
206	Astrocytes	2310039H08Rik	-0.202684146423924	0.000426150672342156	0.00708683669821415	singlecell	MAST	singlecell
207	Astrocytes	4921524J17Rik	-0.341317018999992	8.99174929781358e-15	1.4140503134866e-12	singlecell	MAST	singlecell
208	Astrocytes	4930595D18Rik	0.208043639115566	2.04287722166406e-05	0.00052127597254031	singlecell	MAST	singlecell
209	Astrocytes	4932438A13Rik	-0.290819243252082	8.26145385435968e-10	5.5593820634826e-08	singlecell	MAST	singlecell
210	Astrocytes	9530068E07Rik	0.280990819528859	4.9311833541492e-10	3.49727258665836e-08	singlecell	MAST	singlecell
211	Astrocytes	Abca2	-0.346285534383984	1.79004267372863e-10	1.37757113848435e-08	singlecell	MAST	singlecell
212	Astrocytes	Abcf1	-0.323671597786089	1.25692463214535e-10	9.9918602076258e-09	singlecell	MAST	singlecell
213	Astrocytes	Abhd16a	0.24193899867933	1.76974849828447e-05	0.00045886597263763	singlecell	MAST	singlecell
214	Astrocytes	Actr10	-0.488185944714262	3.62332072561742e-20	1.43362645302348e-17	singlecell	MAST	singlecell
215	Astrocytes	Actr1b	0.554855233115948	4.01767739688454e-20	1.51640181681851e-17	singlecell	MAST	singlecell
