Gene	cell_type
EMC7	MSN_Drd1+_1
EPYC	MSN_Drd1+_1
GAA	MSN_Drd1+_1
GLP2R	MSN_Drd1+_1
FAM205A	MSN_Drd1+_1
GPCPD1	MSN_Drd1+_1
HTR4	MSN_Drd1+_1
ITGBL1	MSN_Drd1+_1
KANSL1L	MSN_Drd1+_1
LRTM1	MSN_Drd1+_1
LYSMD4	MSN_Drd1+_1
MAML2	MSN_Drd1+_1
NDUFB10	MSN_Drd1+_1
NFE2L1	MSN_Drd1+_1
NOP10	MSN_Drd1+_1
NPSR1	MSN_Drd1+_1
NTM	MSN_Drd1+_1
OLFM3	MSN_Drd1+_1
OXR1	MSN_Drd1+_1
PCBP2	MSN_Drd1+_1
PCDH15	MSN_Drd1+_1
PRR16	MSN_Drd1+_1
PTN	MSN_Drd1+_1
PTPRZ1	MSN_Drd1+_1
RELN	MSN_Drd1+_1
RPL22L1	MSN_Drd1+_1
SCAND1	MSN_Drd1+_1
SLC35F4	MSN_Drd1+_1
SLC8A1	MSN_Drd1+_1
STRN	MSN_Drd1+_1
TAC1	MSN_Drd1+_1
TIMM8B	MSN_Drd1+_1
TMEM132A	MSN_Drd1+_1
UCHL1	MSN_Drd1+_1
UQCR10	MSN_Drd1+_1
UQCRQ	MSN_Drd1+_1
XRCC6	MSN_Drd1+_1
YWHAH	MSN_Drd1+_1
AATK	MSN_Drd1+_2
ABHD8	MSN_Drd1+_2
ACTA1	MSN_Drd1+_2
ACVR1C	MSN_Drd1+_2
ADGRV1	MSN_Drd1+_2
ADRA1A	MSN_Drd1+_2
ANKIB1	MSN_Drd1+_2
AP3M1	MSN_Drd1+_2
ARPC4	MSN_Drd1+_2
ATP5MF	MSN_Drd1+_2
ATP5MJ	MSN_Drd1+_2
DONSON	MSN_Drd1+_2
ATP5PO	MSN_Drd1+_2
ATP6V1D	MSN_Drd1+_2
ATP6V1E1	MSN_Drd1+_2
ATP6V1F	MSN_Drd1+_2
BEX1	MSN_Drd1+_2
BEX2	MSN_Drd1+_2
C1QTNF4	MSN_Drd1+_2
CAMK1D	MSN_Drd1+_2
CASTOR2	MSN_Drd1+_2
CCDC85B	MSN_Drd1+_2
CDIPT	MSN_Drd1+_2
CELF3	MSN_Drd1+_2
CHIA	MSN_Drd1+_2
CLTC	MSN_Drd1+_2
CNTN6	MSN_Drd1+_2
COX17	MSN_Drd1+_2
CSPG5	MSN_Drd1+_2
CUTA	MSN_Drd1+_2
DGKH	MSN_Drd1+_2
DNAJC27	MSN_Drd1+_2
DYNLL1	MSN_Drd1+_2
DYNLL2	MSN_Drd1+_2
EEF1A1	MSN_Drd1+_2
EIF3K	MSN_Drd1+_2
EMC6	MSN_Drd1+_2
ENPP5	MSN_Drd1+_2
EPYC	MSN_Drd1+_2
ESD	MSN_Drd1+_2
FRMPD4	MSN_Drd1+_2
GABARAP	MSN_Drd1+_2
GABRA5	MSN_Drd1+_2
GAPDH	MSN_Drd1+_2
GDE1	MSN_Drd1+_2
GNAL	MSN_Drd1+_2
GNPDA1	MSN_Drd1+_2
GPCPD1	MSN_Drd1+_2
GRID2	MSN_Drd1+_2
GUCY1A2	MSN_Drd1+_2
HSP90AB1	MSN_Drd1+_2
HSPE1	MSN_Drd1+_2
HSPH1	MSN_Drd1+_2
ILF2	MSN_Drd1+_2
INTS13	MSN_Drd1+_2
JUNB	MSN_Drd1+_2
KANSL1L	MSN_Drd1+_2
KCNH7	MSN_Drd1+_2
KDM5D	MSN_Drd1+_2
KIDINS220	MSN_Drd1+_2
LARS2	MSN_Drd1+_2
LDHB	MSN_Drd1+_2
LGMN	MSN_Drd1+_2
LINGO1	MSN_Drd1+_2
LRRTM4	MSN_Drd1+_2
LRTM1	MSN_Drd1+_2
LYN	MSN_Drd1+_2
LYPD1	MSN_Drd1+_2
LYSMD4	MSN_Drd1+_2
MAP1A	MSN_Drd1+_2
MRPS33	MSN_Drd1+_2
MT1G	MSN_Drd1+_2
MYL6	MSN_Drd1+_2
N4BP1	MSN_Drd1+_2
NCEH1	MSN_Drd1+_2
NDUFA7	MSN_Drd1+_2
NDUFS2	MSN_Drd1+_2
NFE2L1	MSN_Drd1+_2
NPC2	MSN_Drd1+_2
PAM16	MSN_Drd1+_2
PARK7	MSN_Drd1+_2
PCBP2	MSN_Drd1+_2
PLK2	MSN_Drd1+_2
PNRC1	MSN_Drd1+_2
POLR2L	MSN_Drd1+_2
POU3F1	MSN_Drd1+_2
PRR16	MSN_Drd1+_2
PRRC2A	MSN_Drd1+_2
PSD	MSN_Drd1+_2
PURA	MSN_Drd1+_2
RASSF8	MSN_Drd1+_2
RB1	MSN_Drd1+_2
RICTOR	MSN_Drd1+_2
RPL22L1	MSN_Drd1+_2
RPL27A	MSN_Drd1+_2
RPL29	MSN_Drd1+_2
RPRML	MSN_Drd1+_2
RSPH3	MSN_Drd1+_2
RXRG	MSN_Drd1+_2
SCAND1	MSN_Drd1+_2
SCN2B	MSN_Drd1+_2
SELENOM	MSN_Drd1+_2
SIRPB1	MSN_Drd1+_2
SIRPA	MSN_Drd1+_2
SIRPG	MSN_Drd1+_2
SPCS2	MSN_Drd1+_2
SRP72	MSN_Drd1+_2
SRSF6	MSN_Drd1+_2
SSR3	MSN_Drd1+_2
STMN4	MSN_Drd1+_2
STRIP2	MSN_Drd1+_2
SURF1	MSN_Drd1+_2
SYT11	MSN_Drd1+_2
TAC1	MSN_Drd1+_2
TIA1	MSN_Drd1+_2
TIMM8B	MSN_Drd1+_2
TMED4	MSN_Drd1+_2
TMED9	MSN_Drd1+_2
TMEM132A	MSN_Drd1+_2
TMEM178A	MSN_Drd1+_2
TMEM30A	MSN_Drd1+_2
TRPS1	MSN_Drd1+_2
TUBB4A	MSN_Drd1+_2
TXNDC5	MSN_Drd1+_2
UQCR10	MSN_Drd1+_2
UQCRQ	MSN_Drd1+_2
WASF1	MSN_Drd1+_2
XRCC6	MSN_Drd1+_2
YWHAZ	MSN_Drd1+_2
C8orf34	MSN_Drd2+_1
ACVR1C	MSN_Drd2+_1
ADAM12	MSN_Drd2+_1
ANO3	MSN_Drd2+_1
ARHGAP6	MSN_Drd2+_1
BEX1	MSN_Drd2+_1
BEX2	MSN_Drd2+_1
C2CD2L	MSN_Drd2+_1
CALM2	MSN_Drd2+_1
CAMK2A	MSN_Drd2+_1
CA12	MSN_Drd2+_1
CELF3	MSN_Drd2+_1
CHSY3	MSN_Drd2+_1
CLK4	MSN_Drd2+_1
CSGALNACT1	MSN_Drd2+_1
CSPG5	MSN_Drd2+_1
CTNNA3	MSN_Drd2+_1
DYNLL1	MSN_Drd2+_1
DYNLL2	MSN_Drd2+_1
EEF1A1	MSN_Drd2+_1
EIF1	MSN_Drd2+_1
ELK3	MSN_Drd2+_1
EMC6	MSN_Drd2+_1
GAA	MSN_Drd2+_1
GAPDH	MSN_Drd2+_1
GGACT	MSN_Drd2+_1
GLP2R	MSN_Drd2+_1
GPCPD1	MSN_Drd2+_1
GRAMD1B	MSN_Drd2+_1
HSP90AB1	MSN_Drd2+_1
ITGBL1	MSN_Drd2+_1
JUNB	MSN_Drd2+_1
JUND	MSN_Drd2+_1
KANSL1L	MSN_Drd2+_1
KDM5D	MSN_Drd2+_1
LRRTM4	MSN_Drd2+_1
LRTM1	MSN_Drd2+_1
LYSMD4	MSN_Drd2+_1
MAGED1	MSN_Drd2+_1
MAP6	MSN_Drd2+_1
NDUFB10	MSN_Drd2+_1
NFE2L1	MSN_Drd2+_1
NTM	MSN_Drd2+_1
OLFM3	MSN_Drd2+_1
PCBP2	MSN_Drd2+_1
PENK	MSN_Drd2+_1
PIGK	MSN_Drd2+_1
PRDX6	MSN_Drd2+_1
PRR16	MSN_Drd2+_1
PTN	MSN_Drd2+_1
RPL22L1	MSN_Drd2+_1
RPL31	MSN_Drd2+_1
SCAND1	MSN_Drd2+_1
SCG2	MSN_Drd2+_1
SLC35F4	MSN_Drd2+_1
SLC8A1	MSN_Drd2+_1
STK31	MSN_Drd2+_1
TMEM132A	MSN_Drd2+_1
TMEM158	MSN_Drd2+_1
UNC5D	MSN_Drd2+_1
UQCR10	MSN_Drd2+_1
UQCRQ	MSN_Drd2+_1
XRCC6	MSN_Drd2+_1
YWHAH	MSN_Drd2+_1
ZFHX3	MSN_Drd2+_1
ATP5PD	MSN_Drd2+_2
CAMK1D	MSN_Drd2+_2
CSPG5	MSN_Drd2+_2
GAA	MSN_Drd2+_2
GDE1	MSN_Drd2+_2
GNAL	MSN_Drd2+_2
HS6ST3	MSN_Drd2+_2
HSPE1	MSN_Drd2+_2
MAP1A	MSN_Drd2+_2
NFE2L1	MSN_Drd2+_2
PPP1R1B	MSN_Drd2+_2
PSMB5	MSN_Drd2+_2
TMEM132A	MSN_Drd2+_2
TMEM178A	MSN_Drd2+_2
TSPYL2	MSN_Drd2+_2
UQCR10	MSN_Drd2+_2
ATP2A2	MSN_Drd3+_1
ATP5F1B	MSN_Drd3+_1
ATP6V1E1	MSN_Drd3+_1
RTN1	MSN_Drd3+_1
SELENOF	MSN_Drd3+_1
NCBP2AS2	MSN_Grm8+_1
ABHD17A	MSN_Grm8+_1
ACSL3	MSN_Grm8+_1
ALDOA	MSN_Grm8+_1
APOA1	MSN_Grm8+_1
ARPC3	MSN_Grm8+_1
SPCS3	MSN_Grm8+_1
ASPHD2	MSN_Grm8+_1
ATP1A1	MSN_Grm8+_1
ATP2A2	MSN_Grm8+_1
ATP6AP2	MSN_Grm8+_1
ATP6V1F	MSN_Grm8+_1
BEX1	MSN_Grm8+_1
BEX2	MSN_Grm8+_1
BRI3	MSN_Grm8+_1
BTBD11	MSN_Grm8+_1
BTF3	MSN_Grm8+_1
CAMK1D	MSN_Grm8+_1
CCDC85B	MSN_Grm8+_1
CCL27	MSN_Grm8+_1
CEBPB	MSN_Grm8+_1
CEP19	MSN_Grm8+_1
CLCN2	MSN_Grm8+_1
CYREN	MSN_Grm8+_1
DGAT2	MSN_Grm8+_1
DPM3	MSN_Grm8+_1
EEF1A2	MSN_Grm8+_1
EEF2	MSN_Grm8+_1
EIF1	MSN_Grm8+_1
EIF3K	MSN_Grm8+_1
EMC6	MSN_Grm8+_1
EMC7	MSN_Grm8+_1
EXOSC4	MSN_Grm8+_1
FCHO2	MSN_Grm8+_1
FGFR2	MSN_Grm8+_1
FTH1	MSN_Grm8+_1
GABARAP	MSN_Grm8+_1
GAPDH	MSN_Grm8+_1
GDE1	MSN_Grm8+_1
C4orf48	MSN_Grm8+_1
GPRASP2	MSN_Grm8+_1
ITGBL1	MSN_Grm8+_1
JUNB	MSN_Grm8+_1
JUND	MSN_Grm8+_1
LINGO1	MSN_Grm8+_1
MAP1LC3A	MSN_Grm8+_1
MBP	MSN_Grm8+_1
MGAT2	MSN_Grm8+_1
MRPS34	MSN_Grm8+_1
MYL6	MSN_Grm8+_1
NDUFA2	MSN_Grm8+_1
NDUFA5	MSN_Grm8+_1
NDUFA7	MSN_Grm8+_1
NDUFAF8	MSN_Grm8+_1
NFE2L1	MSN_Grm8+_1
NME1	MSN_Grm8+_1
NPY	MSN_Grm8+_1
NSG1	MSN_Grm8+_1
PAM16	MSN_Grm8+_1
PARK7	MSN_Grm8+_1
PCSK1N	MSN_Grm8+_1
PDXP	MSN_Grm8+_1
PENK	MSN_Grm8+_1
PFN1	MSN_Grm8+_1
PGRMC1	MSN_Grm8+_1
PNMA8A	MSN_Grm8+_1
POU3F1	MSN_Grm8+_1
PPP1R14C	MSN_Grm8+_1
PPP1R15B	MSN_Grm8+_1
PRDX1	MSN_Grm8+_1
PSENEN	MSN_Grm8+_1
PSMA4	MSN_Grm8+_1
PSMB5	MSN_Grm8+_1
PTCHD4	MSN_Grm8+_1
RACK1	MSN_Grm8+_1
REEP5	MSN_Grm8+_1
RELN	MSN_Grm8+_1
RETREG2	MSN_Grm8+_1
RPL12	MSN_Grm8+_1
RPL27A	MSN_Grm8+_1
RPL30	MSN_Grm8+_1
RPS14	MSN_Grm8+_1
RPS2	MSN_Grm8+_1
RPS20	MSN_Grm8+_1
RPS27	MSN_Grm8+_1
RPS9	MSN_Grm8+_1
SCG2	MSN_Grm8+_1
SPCS2	MSN_Grm8+_1
SSR2	MSN_Grm8+_1
STMN1	MSN_Grm8+_1
TIMM8B	MSN_Grm8+_1
TM2D3	MSN_Grm8+_1
TMEM121	MSN_Grm8+_1
TMEM147	MSN_Grm8+_1
TMEM258	MSN_Grm8+_1
TMEM30A	MSN_Grm8+_1
TMEM35A	MSN_Grm8+_1
TMEM50A	MSN_Grm8+_1
TRAPPC2L	MSN_Grm8+_1
TRPM3	MSN_Grm8+_1
UBC	MSN_Grm8+_1
UNC50	MSN_Grm8+_1
UQCR10	MSN_Grm8+_1
UQCRQ	MSN_Grm8+_1
VDAC3	MSN_Grm8+_1
VGF	MSN_Grm8+_1
WDR83OS	MSN_Grm8+_1
WFS1	MSN_Grm8+_1
YIPF3	MSN_Grm8+_1
YWHAB	MSN_Grm8+_1
C1orf122	MSN_Grm8+_2
C6orf226	MSN_Grm8+_2
C6orf136	MSN_Grm8+_2
C5orf15	MSN_Grm8+_2
ABHD8	MSN_Grm8+_2
ABTB1	MSN_Grm8+_2
ACTN1	MSN_Grm8+_2
ACTR10	MSN_Grm8+_2
ACVR1B	MSN_Grm8+_2
ADAM12	MSN_Grm8+_2
ADSS2	MSN_Grm8+_2
AGPAT1	MSN_Grm8+_2
AGPAT5	MSN_Grm8+_2
AJM1	MSN_Grm8+_2
ANP32B	MSN_Grm8+_2
APEX1	MSN_Grm8+_2
APMAP	MSN_Grm8+_2
APOBEC4	MSN_Grm8+_2
ARF3	MSN_Grm8+_2
ARHGAP23	MSN_Grm8+_2
ARHGAP31	MSN_Grm8+_2
ARIH2	MSN_Grm8+_2
ARL2BP	MSN_Grm8+_2
ARL6IP5	MSN_Grm8+_2
ARNT2	MSN_Grm8+_2
ARPC2	MSN_Grm8+_2
ARPC3	MSN_Grm8+_2
ASAP2	MSN_Grm8+_2
ATG101	MSN_Grm8+_2
ATP1A1	MSN_Grm8+_2
ATP1A3	MSN_Grm8+_2
ATP5F1A	MSN_Grm8+_2
DONSON	MSN_Grm8+_2
ATP5PO	MSN_Grm8+_2
ATP6V0A1	MSN_Grm8+_2
ATP6V0A2	MSN_Grm8+_2
ATP5IF1	MSN_Grm8+_2
ATXN7L3B	MSN_Grm8+_2
B3GALT5	MSN_Grm8+_2
B3GALT6	MSN_Grm8+_2
B3GAT2	MSN_Grm8+_2
B4GALNT4	MSN_Grm8+_2
BACH2	MSN_Grm8+_2
BAG6	MSN_Grm8+_2
BCAS2	MSN_Grm8+_2
BEX3	MSN_Grm8+_2
BLCAP	MSN_Grm8+_2
BNIP3L	MSN_Grm8+_2
BOLA1	MSN_Grm8+_2
BTG1	MSN_Grm8+_2
C1GALT1C1	MSN_Grm8+_2
CADM4	MSN_Grm8+_2
CALM2	MSN_Grm8+_2
CALY	MSN_Grm8+_2
CAMK2N1	MSN_Grm8+_2
CAMKV	MSN_Grm8+_2
CAMTA2	MSN_Grm8+_2
CAPN7	MSN_Grm8+_2
CBX3	MSN_Grm8+_2
CBX6	MSN_Grm8+_2
CCDC149	MSN_Grm8+_2
CCDC192	MSN_Grm8+_2
CCDC28A	MSN_Grm8+_2
CCND2	MSN_Grm8+_2
CCT5	MSN_Grm8+_2
CD47	MSN_Grm8+_2
CDC37	MSN_Grm8+_2
CDH9	MSN_Grm8+_2
CDK8	MSN_Grm8+_2
CDK9	MSN_Grm8+_2
CGRRF1	MSN_Grm8+_2
CHCHD4	MSN_Grm8+_2
CHD4	MSN_Grm8+_2
CHMP1A	MSN_Grm8+_2
CHMP4B	MSN_Grm8+_2
CLK4	MSN_Grm8+_2
CLPTM1L	MSN_Grm8+_2
CLSTN3	MSN_Grm8+_2
CMIP	MSN_Grm8+_2
CMSS1	MSN_Grm8+_2
CNTNAP4	MSN_Grm8+_2
COL6A1	MSN_Grm8+_2
COPB2	MSN_Grm8+_2
COX17	MSN_Grm8+_2
COX8A	MSN_Grm8+_2
CPE	MSN_Grm8+_2
CPT1C	MSN_Grm8+_2
CTBP1	MSN_Grm8+_2
CTNNA3	MSN_Grm8+_2
CX3CL1	MSN_Grm8+_2
CYC1	MSN_Grm8+_2
CYHR1	MSN_Grm8+_2
C19orf53	MSN_Grm8+_2
DCTN2	MSN_Grm8+_2
DDA1	MSN_Grm8+_2
DDX24	MSN_Grm8+_2
DDX3Y	MSN_Grm8+_2
DEK	MSN_Grm8+_2
DERL1	MSN_Grm8+_2
DGKE	MSN_Grm8+_2
DLGAP2	MSN_Grm8+_2
DNAJB9	MSN_Grm8+_2
DNAJC1	MSN_Grm8+_2
DNMT3A	MSN_Grm8+_2
DPH3	MSN_Grm8+_2
DTNBP1	MSN_Grm8+_2
DUT	MSN_Grm8+_2
EBAG9	MSN_Grm8+_2
EDF1	MSN_Grm8+_2
EEF1A2	MSN_Grm8+_2
EEPD1	MSN_Grm8+_2
EGLN2	MSN_Grm8+_2
EID1	MSN_Grm8+_2
EIF3C	MSN_Grm8+_2
EIF3CL	MSN_Grm8+_2
EIF3E	MSN_Grm8+_2
EIF3L	MSN_Grm8+_2
EIF4A1	MSN_Grm8+_2
ELOC	MSN_Grm8+_2
EMC10	MSN_Grm8+_2
EMC8	MSN_Grm8+_2
ENO1	MSN_Grm8+_2
EPN1	MSN_Grm8+_2
ERCC6	MSN_Grm8+_2
ETV5	MSN_Grm8+_2
FAAP20	MSN_Grm8+_2
FAIM2	MSN_Grm8+_2
FAM8A1	MSN_Grm8+_2
FAR2	MSN_Grm8+_2
FBXL16	MSN_Grm8+_2
FBXL6	MSN_Grm8+_2
FCHO1	MSN_Grm8+_2
FILIP1L	MSN_Grm8+_2
FKBP1A	MSN_Grm8+_2
FKBP1C	MSN_Grm8+_2
FKBP3	MSN_Grm8+_2
FLYWCH1	MSN_Grm8+_2
FOXP1	MSN_Grm8+_2
FSTL4	MSN_Grm8+_2
G3BP1	MSN_Grm8+_2
G3BP2	MSN_Grm8+_2
GABARAPL2	MSN_Grm8+_2
GABRD	MSN_Grm8+_2
GAD2	MSN_Grm8+_2
GATAD1	MSN_Grm8+_2
GDE1	MSN_Grm8+_2
GFOD1	MSN_Grm8+_2
GFRA4	MSN_Grm8+_2
GMPR	MSN_Grm8+_2
GNL1	MSN_Grm8+_2
GPI	MSN_Grm8+_2
GPM6B	MSN_Grm8+_2
C12orf57	MSN_Grm8+_2
GRIK4	MSN_Grm8+_2
HAGHL	MSN_Grm8+_2
HDAC11	MSN_Grm8+_2
HDGF	MSN_Grm8+_2
HEXD	MSN_Grm8+_2
HIGD1A	MSN_Grm8+_2
HLF	MSN_Grm8+_2
HMGCR	MSN_Grm8+_2
HNRNPA0	MSN_Grm8+_2
HOMER1	MSN_Grm8+_2
HP1BP3	MSN_Grm8+_2
HS3ST5	MSN_Grm8+_2
HSD17B12	MSN_Grm8+_2
HSP90B1	MSN_Grm8+_2
HTR2A	MSN_Grm8+_2
IDH3G	MSN_Grm8+_2
IMPA1	MSN_Grm8+_2
INF2	MSN_Grm8+_2
IQSEC1	MSN_Grm8+_2
ISCA1	MSN_Grm8+_2
ITGBL1	MSN_Grm8+_2
ITPR1	MSN_Grm8+_2
IVNS1ABP	MSN_Grm8+_2
JADE2	MSN_Grm8+_2
JARID2	MSN_Grm8+_2
KANSL1L	MSN_Grm8+_2
KBTBD11	MSN_Grm8+_2
KCNF1	MSN_Grm8+_2
KCNIP4	MSN_Grm8+_2
KCNQ3	MSN_Grm8+_2
KCNT1	MSN_Grm8+_2
KDM5D	MSN_Grm8+_2
KDM6A	MSN_Grm8+_2
KHDRBS3	MSN_Grm8+_2
KIDINS220	MSN_Grm8+_2
KIF21A	MSN_Grm8+_2
KIFAP3	MSN_Grm8+_2
KIFC2	MSN_Grm8+_2
KRT10	MSN_Grm8+_2
LACTB	MSN_Grm8+_2
LAMTOR1	MSN_Grm8+_2
LAMTOR4	MSN_Grm8+_2
LGR5	MSN_Grm8+_2
LMTK3	MSN_Grm8+_2
LRCH1	MSN_Grm8+_2
LRRC73	MSN_Grm8+_2
LRRTM1	MSN_Grm8+_2
LRRTM4	MSN_Grm8+_2
LYSMD4	MSN_Grm8+_2
MAGI3	MSN_Grm8+_2
MAGOH	MSN_Grm8+_2
MAML3	MSN_Grm8+_2
MAP1A	MSN_Grm8+_2
MAP1B	MSN_Grm8+_2
MAPK8IP2	MSN_Grm8+_2
MAST3	MSN_Grm8+_2
MCRIP1	MSN_Grm8+_2
MDH2	MSN_Grm8+_2
MFSD8	MSN_Grm8+_2
MGLL	MSN_Grm8+_2
MGRN1	MSN_Grm8+_2
MLLT6	MSN_Grm8+_2
MORF4L1	MSN_Grm8+_2
MPC2	MSN_Grm8+_2
MRPL33	MSN_Grm8+_2
MRPL41	MSN_Grm8+_2
MRPL52	MSN_Grm8+_2
MTLN	MSN_Grm8+_2
MUL1	MSN_Grm8+_2
MVB12B	MSN_Grm8+_2
NACA	MSN_Grm8+_2
NDFIP1	MSN_Grm8+_2
NDUFV3	MSN_Grm8+_2
NEXN	MSN_Grm8+_2
NFIB	MSN_Grm8+_2
NIPA1	MSN_Grm8+_2
NIPAL2	MSN_Grm8+_2
NIPAL3	MSN_Grm8+_2
NME7	MSN_Grm8+_2
NOP53	MSN_Grm8+_2
NR4A3	MSN_Grm8+_2
NSMCE3	MSN_Grm8+_2
NUCKS1	MSN_Grm8+_2
OPRM1	MSN_Grm8+_2
OXR1	MSN_Grm8+_2
PCDH1	MSN_Grm8+_2
PCNX4	MSN_Grm8+_2
PCSK1	MSN_Grm8+_2
PDK3	MSN_Grm8+_2
PDZD8	MSN_Grm8+_2
PDZRN4	MSN_Grm8+_2
PEX2	MSN_Grm8+_2
PEX5L	MSN_Grm8+_2
PHB2	MSN_Grm8+_2
PHLDA1	MSN_Grm8+_2
PIANP	MSN_Grm8+_2
PITPNA	MSN_Grm8+_2
PITPNC1	MSN_Grm8+_2
PLD3	MSN_Grm8+_2
PLEC	MSN_Grm8+_2
PLK5	MSN_Grm8+_2
PLXNC1	MSN_Grm8+_2
PMPCB	MSN_Grm8+_2
PNMA8B	MSN_Grm8+_2
PPP2R2A	MSN_Grm8+_2
PPP2R3A	MSN_Grm8+_2
PRICKLE1	MSN_Grm8+_2
PRKAR1A	MSN_Grm8+_2
PSAP	MSN_Grm8+_2
PSMC2	MSN_Grm8+_2
PSMD6	MSN_Grm8+_2
PTMS	MSN_Grm8+_2
PTPN9	MSN_Grm8+_2
PTPRD	MSN_Grm8+_2
RAB14	MSN_Grm8+_2
RAB27B	MSN_Grm8+_2
RAB2A	MSN_Grm8+_2
RAB6A	MSN_Grm8+_2
RAB6B	MSN_Grm8+_2
RAD23A	MSN_Grm8+_2
RALYL	MSN_Grm8+_2
RAMACL	MSN_Grm8+_2
RAMAC	MSN_Grm8+_2
RANGAP1	MSN_Grm8+_2
RDH14	MSN_Grm8+_2
REL	MSN_Grm8+_2
RESF1	MSN_Grm8+_2
RHOQ	MSN_Grm8+_2
RIMS2	MSN_Grm8+_2
RIMS4	MSN_Grm8+_2
RNF11	MSN_Grm8+_2
ROBO1	MSN_Grm8+_2
RPL10A	MSN_Grm8+_2
RPL15	MSN_Grm8+_2
RPL31	MSN_Grm8+_2
RPL34	MSN_Grm8+_2
RPL35	MSN_Grm8+_2
RPL36A	MSN_Grm8+_2
RPL37	MSN_Grm8+_2
RPL37A	MSN_Grm8+_2
RPL38	MSN_Grm8+_2
RPRML	MSN_Grm8+_2
RPS13	MSN_Grm8+_2
RPS15	MSN_Grm8+_2
RPS16	MSN_Grm8+_2
RPS26	MSN_Grm8+_2
RPS27	MSN_Grm8+_2
RPS29	MSN_Grm8+_2
RRP1	MSN_Grm8+_2
RSPO3	MSN_Grm8+_2
RSRC1	MSN_Grm8+_2
SARS1	MSN_Grm8+_2
SCD	MSN_Grm8+_2
SCG3	MSN_Grm8+_2
SDHB	MSN_Grm8+_2
SEC62	MSN_Grm8+_2
SEM1	MSN_Grm8+_2
SERINC5	MSN_Grm8+_2
SERP2	MSN_Grm8+_2
SETSIP	MSN_Grm8+_2
SEZ6	MSN_Grm8+_2
SF3B3	MSN_Grm8+_2
SFXN5	MSN_Grm8+_2
SIK3	MSN_Grm8+_2
SIRT2	MSN_Grm8+_2
SLC22A17	MSN_Grm8+_2
SLC39A3	MSN_Grm8+_2
SLC4A3	MSN_Grm8+_2
SMDT1	MSN_Grm8+_2
SMIM7	MSN_Grm8+_2
SNCA	MSN_Grm8+_2
SNRNP70	MSN_Grm8+_2
SNRPE	MSN_Grm8+_2
SNRPF	MSN_Grm8+_2
SNRPN	MSN_Grm8+_2
SPACA6	MSN_Grm8+_2
SPG7	MSN_Grm8+_2
SPOCK1	MSN_Grm8+_2
SPRED1	MSN_Grm8+_2
SPRED2	MSN_Grm8+_2
SPRYD3	MSN_Grm8+_2
SRCIN1	MSN_Grm8+_2
SSX2IP	MSN_Grm8+_2
STAM2	MSN_Grm8+_2
STK19	MSN_Grm8+_2
STK32C	MSN_Grm8+_2
STMN1	MSN_Grm8+_2
SUGT1	MSN_Grm8+_2
SUMO1	MSN_Grm8+_2
SV2A	MSN_Grm8+_2
SWI5	MSN_Grm8+_2
SYBU	MSN_Grm8+_2
SYF2	MSN_Grm8+_2
SYP	MSN_Grm8+_2
SYT10	MSN_Grm8+_2
SYT14	MSN_Grm8+_2
SYT5	MSN_Grm8+_2
SYVN1	MSN_Grm8+_2
TBC1D17	MSN_Grm8+_2
TCF25	MSN_Grm8+_2
TENM1	MSN_Grm8+_2
TEX261	MSN_Grm8+_2
THOC3	MSN_Grm8+_2
THRA	MSN_Grm8+_2
TIMM13	MSN_Grm8+_2
TMED4	MSN_Grm8+_2
TMED5	MSN_Grm8+_2
TMEFF1	MSN_Grm8+_2
TMEM178B	MSN_Grm8+_2
TMEM191C	MSN_Grm8+_2
TMEM191B	MSN_Grm8+_2
TMEM192	MSN_Grm8+_2
TMEM243	MSN_Grm8+_2
TMEM256	MSN_Grm8+_2
TMEM256-PLSCR3	MSN_Grm8+_2
TMEM33	MSN_Grm8+_2
TMEM59	MSN_Grm8+_2
TMEM70	MSN_Grm8+_2
TMEM91	MSN_Grm8+_2
TMX1	MSN_Grm8+_2
TPGS2	MSN_Grm8+_2
TRAIP	MSN_Grm8+_2
TRAPPC3	MSN_Grm8+_2
TRAPPC4	MSN_Grm8+_2
TRPM3	MSN_Grm8+_2
TSN	MSN_Grm8+_2
TSPYL4	MSN_Grm8+_2
TTYH1	MSN_Grm8+_2
TXNL1	MSN_Grm8+_2
TXNRD1	MSN_Grm8+_2
UBALD1	MSN_Grm8+_2
UBASH3B	MSN_Grm8+_2
UBE2M	MSN_Grm8+_2
UBE2Z	MSN_Grm8+_2
UBTF	MSN_Grm8+_2
UBXN6	MSN_Grm8+_2
UGP2	MSN_Grm8+_2
UNC13C	MSN_Grm8+_2
UQCRC1	MSN_Grm8+_2
USP2	MSN_Grm8+_2
UTY	MSN_Grm8+_2
VAMP1	MSN_Grm8+_2
VAMP2	MSN_Grm8+_2
VMP1	MSN_Grm8+_2
WDR17	MSN_Grm8+_2
WDR70	MSN_Grm8+_2
XBP1	MSN_Grm8+_2
XRCC6	MSN_Grm8+_2
YIPF1	MSN_Grm8+_2
YPEL2	MSN_Grm8+_2
YWHAE	MSN_Grm8+_2
ZCCHC12	MSN_Grm8+_2
ZCCHC18	MSN_Grm8+_2
ZNF282	MSN_Grm8+_2
ZNF326	MSN_Grm8+_2
ZNF512	MSN_Grm8+_2
ZNF700	MSN_Grm8+_2
ZNF878	MSN_Grm8+_2
ZWINT	MSN_Grm8+_2
C1orf52	Neuroblast
KIFAP3	Neuroblast
NUCKS1	Neuroblast
PDE1C	Neuroblast
