Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Molecular Function	GO:0010856	adenylate cyclase activator activity	 	3.457E-4	1.818E-1	6.993E-3	4.786E-2	2	5	CALM1,GNAS
GO: Molecular Function	GO:0032564	dATP binding	 	3.457E-4	1.818E-1	6.993E-3	4.786E-2	2	5	HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0016830	carbon-carbon lyase activity	 	4.751E-4	2.499E-1	8.764E-3	5.997E-2	4	61	GAD2,PISD,ALDOA,GOT1
GO: Molecular Function	GO:0098973	structural constituent of postsynaptic actin cytoskeleton	 	5.165E-4	2.717E-1	8.764E-3	5.997E-2	2	6	ACTB,ACTG1
GO: Molecular Function	GO:0005345	purine nucleobase transmembrane transporter activity	 	5.165E-4	2.717E-1	8.764E-3	5.997E-2	2	6	SLC25A4,SLC25A5
GO: Molecular Function	GO:0032557	pyrimidine ribonucleotide binding	 	5.165E-4	2.717E-1	8.764E-3	5.997E-2	2	6	HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0032558	adenyl deoxyribonucleotide binding	 	5.165E-4	2.717E-1	8.764E-3	5.997E-2	2	6	HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0015318	inorganic molecular entity transmembrane transporter activity	 	5.945E-4	3.127E-1	9.772E-3	6.687E-2	15	965	ATP5F1D,ATP5MC3,ATP6V0C,CALM1,COX6C,COX7C,YWHAH,OPRM1,SLC32A1,SLC8A1,KCNA1,COX5A,ATP6V1D,KCNK1,ATP1B1
GO: Molecular Function	GO:0004129	cytochrome-c oxidase activity	 	6.666E-4	3.506E-1	1.063E-2	7.271E-2	3	29	COX6C,COX7C,COX5A
GO: Molecular Function	GO:0015205	nucleobase transmembrane transporter activity	 	7.203E-4	3.789E-1	1.078E-2	7.374E-2	2	7	SLC25A4,SLC25A5
GO: Molecular Function	GO:0032554	purine deoxyribonucleotide binding	 	7.203E-4	3.789E-1	1.078E-2	7.374E-2	2	7	HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0016675	oxidoreductase activity, acting on a heme group of donors	 	7.375E-4	3.879E-1	1.078E-2	7.374E-2	3	30	COX6C,COX7C,COX5A
GO: Molecular Function	GO:0030911	TPR domain binding	 	9.566E-4	5.032E-1	1.324E-2	9.062E-2	2	8	HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0015217	ADP transmembrane transporter activity	 	9.566E-4	5.032E-1	1.324E-2	9.062E-2	2	8	SLC25A4,SLC25A5
GO: Molecular Function	GO:0022857	transmembrane transporter activity	 	1.133E-3	5.958E-1	1.512E-2	1.034E-1	17	1250	ATP5F1D,ATP5MC3,ATP6V0C,CALM1,SLC25A4,SLC25A5,COX6C,COX7C,YWHAH,OPRM1,SLC32A1,SLC8A1,KCNA1,COX5A,ATP6V1D,KCNK1,ATP1B1
GO: Molecular Function	GO:0005215	transporter activity	 	1.149E-3	6.046E-1	1.512E-2	1.034E-1	18	1366	ATP5F1D,ATP5MC3,ATP6V0C,CALM1,SLC25A4,SLC25A5,COX6C,COX7C,YWHAH,OPRM1,SLC32A1,SLC8A1,KCNA1,COX5A,ATP6V1D,KCNK1,TMEM30A,ATP1B1
GO: Molecular Function	GO:0032552	deoxyribonucleotide binding	 	1.225E-3	6.444E-1	1.572E-2	1.076E-1	2	9	HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0030957	Tat protein binding	 	1.526E-3	8.024E-1	1.866E-2	1.277E-1	2	10	NPM1,ACTB
GO: Molecular Function	GO:0031628	opioid receptor binding	 	1.526E-3	8.024E-1	1.866E-2	1.277E-1	2	10	PENK,GNAS
GO: Molecular Function	GO:0044877	protein-containing complex binding	 	1.887E-3	9.923E-1	2.255E-2	1.543E-1	20	1668	ATP5F1D,NPM1,GAD2,ACTB,CAPZA2,TUBB,RPS21,GRM1,PPIA,KIFAP3,GUCY1A1,PAFAH1B1,CTNNA3,EIF3K,GNAS,ATP1B1,EIF1,HSPA8,HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0016831	carboxy-lyase activity	 	1.980E-3	1.000E0	2.314E-2	1.584E-1	3	42	GAD2,PISD,GOT1
GO: Molecular Function	GO:0044325	transmembrane transporter binding	 	2.271E-3	1.000E0	2.597E-2	1.777E-1	5	154	CALM1,YWHAH,SLC8A1,HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0019904	protein domain specific binding	 	2.542E-3	1.000E0	2.820E-2	1.930E-1	13	895	CALM1,LZTS3,GAPDH,TUBB,YWHAH,OPRM1,SHISA9,KCNA1,STMN3,GNAS,HSPA8,HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0048156	tau protein binding	 	2.573E-3	1.000E0	2.820E-2	1.930E-1	3	46	ACTB,HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0005525	GTP binding	 	2.899E-3	1.000E0	3.112E-2	2.130E-1	8	405	TUBB,RAB14,TUBB2A,RRAGD,GUCY1A1,GNAS,HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0019103	pyrimidine nucleotide binding	 	3.037E-3	1.000E0	3.195E-2	2.187E-1	2	14	HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0048495	Roundabout binding	 	3.491E-3	1.000E0	3.601E-2	2.464E-1	2	15	LRTM1,SLIT2
GO: Molecular Function	GO:0016491	oxidoreductase activity	 	3.860E-3	1.000E0	3.905E-2	2.672E-1	12	830	CALM1,GAPDH,SELENOM,COX6C,COX7C,NDUFA6,MDH1,YWHAH,COX5A,FTH1,HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0032550	purine ribonucleoside binding	 	4.047E-3	1.000E0	4.016E-2	2.748E-1	8	428	TUBB,RAB14,TUBB2A,RRAGD,GUCY1A1,GNAS,HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0032549	ribonucleoside binding	 	4.219E-3	1.000E0	4.022E-2	2.752E-1	8	431	TUBB,RAB14,TUBB2A,RRAGD,GUCY1A1,GNAS,HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0001883	purine nucleoside binding	 	4.278E-3	1.000E0	4.022E-2	2.752E-1	8	432	TUBB,RAB14,TUBB2A,RRAGD,GUCY1A1,GNAS,HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0045296	cadherin binding	 	4.282E-3	1.000E0	4.022E-2	2.752E-1	7	341	SERBP1,ARGLU1,STXBP6,CTNNA3,ALDOA,HSPA8,HSP90AB1
GO: Molecular Function	GO:0005159	insulin-like growth factor receptor binding	 	4.487E-3	1.000E0	4.069E-2	2.785E-1	2	17	YWHAH,GNAS
GO: Molecular Function	GO:0043024	ribosomal small subunit binding	 	4.487E-3	1.000E0	4.069E-2	2.785E-1	2	17	NPM1,EIF1
GO: Molecular Function	GO:0001882	nucleoside binding	 	4.771E-3	1.000E0	4.253E-2	2.911E-1	8	440	TUBB,RAB14,TUBB2A,RRAGD,GUCY1A1,GNAS,HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0005102	signaling receptor binding	 	5.023E-3	1.000E0	4.365E-2	2.987E-1	21	1945	RELN,CALM1,PENK,TUBB,LRTM1,GRM1,PPIA,YWHAH,CARTPT,SLIT2,JUND,SCG2,NSG1,TAC1,PCSK1N,GNAS,BEX2,HSPA8,RPL11,HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0032561	guanyl ribonucleotide binding	 	5.168E-3	1.000E0	4.365E-2	2.987E-1	8	446	TUBB,RAB14,TUBB2A,RRAGD,GUCY1A1,GNAS,HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0019001	guanyl nucleotide binding	 	5.168E-3	1.000E0	4.365E-2	2.987E-1	8	446	TUBB,RAB14,TUBB2A,RRAGD,GUCY1A1,GNAS,HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	 	5.598E-3	1.000E0	4.365E-2	2.987E-1	2	19	ATP5F1D,ATP6V0C
GO: Molecular Function	GO:0047395	glycerophosphoinositol glycerophosphodiesterase activity	 	5.974E-3	1.000E0	4.365E-2	2.987E-1	1	1	GDE1
GO: Molecular Function	GO:1904593	prostaglandin binding	 	5.974E-3	1.000E0	4.365E-2	2.987E-1	1	1	HSPA8
GO: Molecular Function	GO:0015495	gamma-aminobutyric acid:proton symporter activity	 	5.974E-3	1.000E0	4.365E-2	2.987E-1	1	1	SLC32A1
GO: Molecular Function	GO:0098872	G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium ion concentration	 	5.974E-3	1.000E0	4.365E-2	2.987E-1	1	1	GRM1
GO: Molecular Function	GO:0047860	diiodophenylpyruvate reductase activity	 	5.974E-3	1.000E0	4.365E-2	2.987E-1	1	1	MDH1
GO: Molecular Function	GO:0035605	peptidyl-cysteine S-nitrosylase activity	 	5.974E-3	1.000E0	4.365E-2	2.987E-1	1	1	GAPDH
GO: Molecular Function	GO:0047801	L-cysteine transaminase activity	 	5.974E-3	1.000E0	4.365E-2	2.987E-1	1	1	GOT1
GO: Molecular Function	GO:1990833	clathrin-uncoating ATPase activity	 	5.974E-3	1.000E0	4.365E-2	2.987E-1	1	1	HSPA8
GO: Molecular Function	GO:0004979	beta-endorphin receptor activity	 	5.974E-3	1.000E0	4.365E-2	2.987E-1	1	1	OPRM1
GO: Molecular Function	GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	 	6.538E-3	1.000E0	4.691E-2	3.211E-1	3	64	CALM1,HSP90AA1,HSP90AB1
GO: Molecular Function	GO:0005200	structural constituent of cytoskeleton	 	6.600E-3	1.000E0	4.691E-2	3.211E-1	4	125	ACTB,TUBB,ACTG1,TUBB2A
GO: Molecular Function	GO:0099186	structural constituent of postsynapse	 	6.822E-3	1.000E0	4.784E-2	3.274E-1	2	21	ACTB,ACTG1
GO: Biological Process	GO:0140352	export from cell	 	1.578E-10	5.296E-7	5.296E-7	4.605E-6	33	1662	GAD2,ATP6V0C,CALM1,SLC25A4,SLC25A5,SELENOM,TUBB,CHGA,GRM1,RAB14,PPIA,PGAM1,PGRMC1,OPRM1,SLC32A1,CARTPT,SLC8A1,STXBP6,ATP6AP2,SCG2,ATP6V1D,PAFAH1B1,NSG1,FTH1,TMEM30A,TAC1,GNAS,NNAT,ATP1B1,ALDOA,HSPA8,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0006613	cotranslational protein targeting to membrane	 	8.623E-10	2.893E-6	1.447E-6	1.258E-5	10	111	RPL37,RPS8,RPS12,RPS21,RPS27,RPS29,ARL6IP1,SEC62,RPL11,RPL13
GO: Biological Process	GO:0032940	secretion by cell	 	1.337E-9	4.487E-6	1.496E-6	1.301E-5	31	1607	GAD2,ATP6V0C,CALM1,SLC25A4,SLC25A5,SELENOM,TUBB,CHGA,GRM1,RAB14,PPIA,PGAM1,PGRMC1,OPRM1,SLC32A1,CARTPT,STXBP6,ATP6AP2,SCG2,ATP6V1D,PAFAH1B1,NSG1,FTH1,TMEM30A,TAC1,GNAS,NNAT,ALDOA,HSPA8,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0072657	protein localization to membrane	 	4.013E-9	1.346E-5	2.714E-6	2.360E-5	21	786	RELN,RPL37,CALM1,RPS8,ACTB,RPS12,RPS21,RPS27,RPS29,GRM1,LRRC4,PGRMC1,YWHAH,ARL6IP1,SEC62,NSG1,TESC,ATP1B1,RPL11,HSP90AA1,RPL13
GO: Biological Process	GO:0055085	transmembrane transport	 	4.045E-9	1.357E-5	2.714E-6	2.360E-5	33	1887	ATP5F1D,ATP5MC3,ATP6V0C,RELN,CHCHD10,CALM1,SLC25A4,SLC25A5,PSMA7,ACTB,COX6C,COX7C,NDUFA6,GRM1,YWHAH,OPRM1,SHISA9,SLC32A1,SLC8A1,UBB,UBC,KCNA1,COX5A,ARL6IP1,ATP6V1D,SEC62,KCNK1,CHCHD2,TMEM30A,TESC,ATP1B1,HSPA8,HSP90AB1
GO: Biological Process	GO:0044403	biological process involved in symbiotic interaction	 	1.458E-8	4.891E-5	6.520E-6	5.669E-5	24	1102	NPM1,ATP6V0C,RPL37,CALM1,SLC25A4,SLC25A5,GAPDH,PSMA7,RPS8,RPS12,RPS21,RPS27,RPS29,GRM1,PPIA,UBB,UBC,SUGT1,HSPA8,RPL11,ATG16L2,HSP90AA1,RPL13,HSP90AB1
GO: Biological Process	GO:0046903	secretion	 	1.663E-8	5.579E-5	6.520E-6	5.669E-5	31	1787	GAD2,ATP6V0C,CALM1,SLC25A4,SLC25A5,SELENOM,TUBB,CHGA,GRM1,RAB14,PPIA,PGAM1,PGRMC1,OPRM1,SLC32A1,CARTPT,STXBP6,ATP6AP2,SCG2,ATP6V1D,PAFAH1B1,NSG1,FTH1,TMEM30A,TAC1,GNAS,NNAT,ALDOA,HSPA8,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0090150	establishment of protein localization to membrane	 	1.837E-8	6.164E-5	6.520E-6	5.669E-5	15	418	RPL37,CALM1,RPS8,RPS12,RPS21,RPS27,RPS29,YWHAH,ARL6IP1,SEC62,NSG1,ATP1B1,RPL11,HSP90AA1,RPL13
GO: Biological Process	GO:0042391	regulation of membrane potential	 	1.938E-8	6.503E-5	6.520E-6	5.669E-5	17	554	RELN,CHCHD10,CALM1,GRM1,GPR88,YWHAH,OPRM1,CARTPT,SLC8A1,UBB,KCNA1,PAFAH1B1,CTNNA3,KCNK1,TAC1,ATP1B1,GOT1
GO: Biological Process	GO:0046034	ATP metabolic process	 	1.943E-8	6.520E-5	6.520E-6	5.669E-5	14	358	ATP5F1D,ATP5MC3,ATP6V0C,CHCHD10,GAPDH,COX6C,COX7C,NDUFA6,PGAM1,COX5A,CHCHD2,ATP1B1,ALDOA,HSPA8
GO: Biological Process	GO:0006413	translational initiation	 	3.705E-8	1.243E-4	1.130E-5	9.826E-5	11	210	NPM1,RPL37,RPS8,RPS12,RPS21,RPS27,RPS29,EIF3K,EIF1,RPL11,RPL13
GO: Biological Process	GO:0045047	protein targeting to ER	 	4.795E-8	1.609E-4	1.341E-5	1.166E-4	9	126	RPL37,RPS8,RPS12,RPS21,RPS27,RPS29,SEC62,RPL11,RPL13
GO: Biological Process	GO:0072599	establishment of protein localization to endoplasmic reticulum	 	6.289E-8	2.110E-4	1.563E-5	1.360E-4	9	130	RPL37,RPS8,RPS12,RPS21,RPS27,RPS29,SEC62,RPL11,RPL13
GO: Biological Process	GO:0016032	viral process	 	6.524E-8	2.189E-4	1.563E-5	1.360E-4	22	1011	NPM1,ATP6V0C,RPL37,CALM1,SLC25A4,SLC25A5,PSMA7,RPS8,RPS12,RPS21,RPS27,RPS29,GRM1,PPIA,UBB,UBC,HSPA8,RPL11,ATG16L2,HSP90AA1,RPL13,HSP90AB1
GO: Biological Process	GO:0006402	mRNA catabolic process	 	7.255E-8	2.434E-4	1.623E-5	1.411E-4	14	398	NPM1,RPL37,SERBP1,PSMA7,RPS8,RPS12,RPS21,RPS27,RPS29,UBB,UBC,HSPA8,RPL11,RPL13
GO: Biological Process	GO:1902600	proton transmembrane transport	 	1.074E-7	3.603E-4	2.252E-5	1.958E-4	12	288	ATP5F1D,ATP5MC3,ATP6V0C,CHCHD10,SLC25A4,COX6C,COX7C,NDUFA6,COX5A,ATP6V1D,CHCHD2,TESC
GO: Biological Process	GO:0034220	ion transmembrane transport	 	1.478E-7	4.957E-4	2.916E-5	2.536E-4	28	1646	ATP5F1D,ATP5MC3,ATP6V0C,RELN,CHCHD10,CALM1,SLC25A4,SLC25A5,COX6C,COX7C,NDUFA6,GRM1,YWHAH,OPRM1,SHISA9,SLC32A1,SLC8A1,KCNA1,COX5A,ARL6IP1,ATP6V1D,SEC62,KCNK1,CHCHD2,TESC,ATP1B1,HSPA8,HSP90AB1
GO: Biological Process	GO:0006614	SRP-dependent cotranslational protein targeting to membrane	 	1.794E-7	6.019E-4	3.236E-5	2.814E-4	8	106	RPL37,RPS8,RPS12,RPS21,RPS27,RPS29,RPL11,RPL13
GO: Biological Process	GO:0006812	cation transport	 	1.832E-7	6.148E-4	3.236E-5	2.814E-4	26	1458	ATP5F1D,ATP5MC3,TPT1,ATP6V0C,RELN,CHCHD10,CALM1,SLC25A4,COX6C,COX7C,NDUFA6,YWHAH,OPRM1,SHISA9,SLC32A1,SLC8A1,KCNA1,COX5A,ATP6V1D,FTH1,KCNK1,CHCHD2,SARAF,TESC,GNAS,ATP1B1
GO: Biological Process	GO:0072594	establishment of protein localization to organelle	 	2.148E-7	7.206E-4	3.539E-5	3.077E-4	17	655	RPL37,CALM1,RPS8,RPS12,RPS21,RPS27,RPS29,YWHAH,UBB,UBC,UBL5,SEC62,HSPA8,RPL11,HSP90AA1,RPL13,HSP90AB1
GO: Biological Process	GO:0006605	protein targeting	 	2.215E-7	7.431E-4	3.539E-5	3.077E-4	15	506	RPL37,RPS8,RPS12,RPS21,RPS27,RPS29,UBB,UBC,UBL5,ARL6IP1,SEC62,HSPA8,RPL11,HSP90AA1,RPL13
GO: Biological Process	GO:0006754	ATP biosynthetic process	 	3.077E-7	1.032E-3	4.602E-5	4.002E-4	10	205	ATP5F1D,ATP5MC3,ATP6V0C,CHCHD10,COX6C,COX7C,NDUFA6,COX5A,CHCHD2,ALDOA
GO: Biological Process	GO:0006401	RNA catabolic process	 	3.155E-7	1.059E-3	4.602E-5	4.002E-4	14	449	NPM1,RPL37,SERBP1,PSMA7,RPS8,RPS12,RPS21,RPS27,RPS29,UBB,UBC,HSPA8,RPL11,RPL13
GO: Biological Process	GO:0001508	action potential	 	4.193E-7	1.407E-3	5.850E-5	5.087E-4	10	212	CALM1,GPR88,YWHAH,CARTPT,SLC8A1,KCNA1,PAFAH1B1,CTNNA3,TAC1,ATP1B1
GO: Biological Process	GO:0070972	protein localization to endoplasmic reticulum	 	4.359E-7	1.462E-3	5.850E-5	5.087E-4	9	163	RPL37,RPS8,RPS12,RPS21,RPS27,RPS29,SEC62,RPL11,RPL13
GO: Biological Process	GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	 	4.983E-7	1.672E-3	6.429E-5	5.591E-4	8	121	RPL37,RPS8,RPS12,RPS21,RPS27,RPS29,RPL11,RPL13
GO: Biological Process	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	 	5.891E-7	1.976E-3	7.320E-5	6.365E-4	10	220	ATP5F1D,ATP5MC3,ATP6V0C,CHCHD10,COX6C,COX7C,NDUFA6,COX5A,CHCHD2,ALDOA
GO: Biological Process	GO:0009145	purine nucleoside triphosphate biosynthetic process	 	6.140E-7	2.060E-3	7.358E-5	6.398E-4	10	221	ATP5F1D,ATP5MC3,ATP6V0C,CHCHD10,COX6C,COX7C,NDUFA6,COX5A,CHCHD2,ALDOA
GO: Biological Process	GO:0009201	ribonucleoside triphosphate biosynthetic process	 	7.532E-7	2.527E-3	8.172E-5	7.106E-4	10	226	ATP5F1D,ATP5MC3,ATP6V0C,CHCHD10,COX6C,COX7C,NDUFA6,COX5A,CHCHD2,ALDOA
GO: Biological Process	GO:0015986	proton motive force-driven ATP synthesis	 	7.551E-7	2.533E-3	8.172E-5	7.106E-4	9	174	ATP5F1D,ATP5MC3,ATP6V0C,CHCHD10,COX6C,COX7C,NDUFA6,COX5A,CHCHD2
GO: Biological Process	GO:0015985	energy coupled proton transport, down electrochemical gradient	 	7.551E-7	2.533E-3	8.172E-5	7.106E-4	9	174	ATP5F1D,ATP5MC3,ATP6V0C,CHCHD10,COX6C,COX7C,NDUFA6,COX5A,CHCHD2
GO: Biological Process	GO:0043312	neutrophil degranulation	 	9.179E-7	3.080E-3	9.624E-5	8.368E-4	14	491	ATP6V0C,TUBB,RAB14,PPIA,PGAM1,PGRMC1,ATP6AP2,ATP6V1D,FTH1,TMEM30A,ALDOA,HSPA8,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0009205	purine ribonucleoside triphosphate metabolic process	 	1.034E-6	3.468E-3	1.021E-4	8.878E-4	10	234	ATP5F1D,ATP5MC3,ATP6V0C,CHCHD10,COX6C,COX7C,NDUFA6,COX5A,CHCHD2,ALDOA
GO: Biological Process	GO:0002283	neutrophil activation involved in immune response	 	1.035E-6	3.471E-3	1.021E-4	8.878E-4	14	496	ATP6V0C,TUBB,RAB14,PPIA,PGAM1,PGRMC1,ATP6AP2,ATP6V1D,FTH1,TMEM30A,ALDOA,HSPA8,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0009142	nucleoside triphosphate biosynthetic process	 	1.116E-6	3.746E-3	1.070E-4	9.306E-4	10	236	ATP5F1D,ATP5MC3,ATP6V0C,CHCHD10,COX6C,COX7C,NDUFA6,COX5A,CHCHD2,ALDOA
GO: Biological Process	GO:0033365	protein localization to organelle	 	1.181E-6	3.962E-3	1.100E-4	9.569E-4	26	1607	NPM1,CHCHD10,RPL37,CALM1,RPS8,RPS12,TUBB,DNAJB6,RPS21,RPS27,CHGA,RPS29,YWHAH,KIFAP3,UBB,UBC,UBL5,ATP6V1D,SEC62,PAFAH1B1,TMEM30A,HSPA8,RPL11,HSP90AA1,RPL13,HSP90AB1
GO: Biological Process	GO:0043299	leukocyte degranulation	 	1.237E-6	4.149E-3	1.121E-4	9.751E-4	15	580	ATP6V0C,TUBB,CHGA,RAB14,PPIA,PGAM1,PGRMC1,ATP6AP2,ATP6V1D,FTH1,TMEM30A,ALDOA,HSPA8,HSP90AA1,HSP90AB1
GO: Biological Process	GO:0098655	cation transmembrane transport	 	1.298E-6	4.355E-3	1.146E-4	9.964E-4	21	1108	ATP5F1D,ATP5MC3,ATP6V0C,RELN,CHCHD10,CALM1,SLC25A4,COX6C,COX7C,NDUFA6,YWHAH,OPRM1,SHISA9,SLC8A1,KCNA1,COX5A,ATP6V1D,KCNK1,CHCHD2,TESC,ATP1B1
GO: Biological Process	GO:0009199	ribonucleoside triphosphate metabolic process	 	1.350E-6	4.528E-3	1.150E-4	9.996E-4	10	241	ATP5F1D,ATP5MC3,ATP6V0C,CHCHD10,COX6C,COX7C,NDUFA6,COX5A,CHCHD2,ALDOA
GO: Biological Process	GO:0009144	purine nucleoside triphosphate metabolic process	 	1.401E-6	4.701E-3	1.150E-4	9.996E-4	10	242	ATP5F1D,ATP5MC3,ATP6V0C,CHCHD10,COX6C,COX7C,NDUFA6,COX5A,CHCHD2,ALDOA
