Gene	Cluster	avgExpr	logFC	statistic	auc	pval	padj	pct_in	pct_out
Pik3c2b	Cluster_0	0.318728918570792	0.0821130445404693	32278990.5	0.532804105968345	2.15708412215619e-21	2.28690213211029e-20	22.5770619272424	15.5967665240133
Rgs8	Cluster_0	0.343173206245757	0.13406180316718	33169084	0.5474961847524	2.50903576477729e-44	5.05373767454215e-43	24.1044154401555	14.5149786019971
Stx6	Cluster_0	0.287306183220542	0.0135902910085355	30888078.5	0.509845407038754	0.00626604695244581	0.0166539284113692	20.7720077756179	18.2001902044698
Ankrd45	Cluster_0	0.297704179713851	0.0624837940339416	31752021	0.524105831673798	4.57452502549758e-12	3.15187675646863e-11	21.3829491807831	16.292201616738
Nme7	Cluster_0	0.326637001642626	0.024019562207794	31126022.5	0.513772962957534	0.000224267117881651	0.000795999278127097	23.2713135240211	19.7990965287684
Fam78b	Cluster_0	0.408304559121729	0.138189660774737	33281465.5	0.549351178471453	5.64946374923579e-40	1.03088479052404e-38	28.6864759788947	18.5865430337613
Adss	Cluster_0	0.288127954821364	0.0318734163544828	31135736	0.513933296121712	8.16471607239848e-05	0.000308043640656942	20.410996945293	17.2788873038516
Cnst	Cluster_0	0.315414052603297	0.112560536218864	32810752	0.541581478067262	8.97175029582084e-36	1.47970314848584e-34	22.4659816717578	13.9027579648122
H3f3a	Cluster_0	0.332804973540493	0.0493006461483606	31558923.5	0.520918521932738	9.24658123678939e-09	5.14769529393519e-08	23.0769230769231	18.3428435568236
Angel2	Cluster_0	0.338590888686047	0.0826545216381823	32219764	0.531826500352639	5.04715450339191e-19	4.89835513000424e-18	23.8544848653152	17.0708511650024
Cd46	Cluster_0	0.344311177344496	0.0506634142597733	31585729.5	0.521360987655593	1.11849360043912e-08	6.18035036254848e-08	24.4931963343516	19.6623870660961
Med27	Cluster_0	0.341437895324569	0.0575104295840302	31804417	0.524970691556461	1.5934879480335e-11	1.06811543040748e-10	24.6875867814496	19.0382786495483
Tank	Cluster_0	0.315732011407789	0.00338557567402292	30830750	0.508899130227866	0.0171886522684363	0.0406574377578995	22.688142182727	19.9655254398478
Dcaf17	Cluster_0	0.284258439464554	0.0354925801129687	31264425	0.516057465017048	4.48344305188926e-06	1.9742185693843e-05	20.3832268814218	16.7379933428436
Gpr155	Cluster_0	0.337246921156227	0.104862855755143	32679550.5	0.539415837295156	1.04511685352981e-29	1.4383597236713e-28	23.9655651207998	15.7037565382786
Zc3h15	Cluster_0	0.343164683839623	0.0497984166379354	31468778.5	0.519430568766033	1.80368874058694e-07	9.02398158669457e-07	23.7711746737018	19.5375653827865
Itgav	Cluster_0	0.322101834688112	0.0575811318336624	31876961.5	0.526168127004928	5.91036207893003e-14	4.50043691944695e-13	22.1882810330464	16.1198288159772
C1qtnf4	Cluster_0	0.419828457359297	0.189202210358494	34322817	0.566539955021212	8.01434718001515e-79	2.63293926004732e-77	29.0752568730908	15.4719448407038
Ext2	Cluster_0	0.2887991618717	0.0211391939197428	31009030.5	0.511841867312971	0.00101833086204728	0.00322646342544437	21.0774784782005	18.1764146457442
Aqr	Cluster_0	0.301787132778652	0.0320983896391291	31188776	0.514808786009804	4.2478114201168e-05	0.000165990616524708	21.6884198833657	18.2536852116025
Tyro3	Cluster_0	0.326908455841769	0.142688831638093	33475918.5	0.552560862393193	3.5294399380186e-60	9.26122766344815e-59	23.0769230769231	12.2384688540181
Secisbp2l	Cluster_0	0.282516346635758	0.0088546213131393	30893165	0.509929365924798	0.00535303370715173	0.0144225668416067	20.3554568175507	17.7246790299572
Gabpb1	Cluster_0	0.270494124568842	0.0121445285548542	30839097	0.509036907642948	0.0112554053855397	0.0280010428637204	20.1332963065815	17.7722301474085
Lzts3	Cluster_0	0.409292476622254	0.209731422921883	34671101	0.572288807211713	6.90898273696315e-99	2.86467872007162e-97	28.353235212441	13.944365192582
Slx4ip	Cluster_0	0.306534229695332	0.0278253370844062	31154978.5	0.514250917052549	9.70844913704723e-05	0.000362925392723525	22.1882810330464	18.7648597242035
Esf1	Cluster_0	0.300624642404639	0.0292030697437313	31125841.5	0.513769975331785	0.000119067575033763	0.000440355455101035	20.9941682865871	17.7900618164527
Blcap	Cluster_0	0.344245522899868	0.116368910027587	32862539	0.542436285662183	2.37838852707466e-34	3.74452570518663e-33	24.2432657595112	15.5016642891108
Ncoa3	Cluster_0	0.298638110473973	0.00820478512406908	30830609.5	0.508896811104011	0.015029927801603	0.0361577040393631	21.4940294362677	18.9550641940086
Ptpn1	Cluster_0	0.27815413927735	0.0406571459438025	31351466.5	0.517494191131195	4.18100057868498e-07	2.02344533500659e-06	20.0499861149681	16.1792677127913
Zfp831	Cluster_0	0.330832448899166	0.137715607851713	33245064	0.548750327318335	3.98028349635357e-49	8.83633781649612e-48	23.2713135240211	13.4450784593438
Cyp7b1	Cluster_0	0.349579497614048	0.0537640605271062	31850855.5	0.5257372156358	1.26272907388593e-12	9.00094936962872e-12	23.9377950569286	17.9029957203994
Dcun1d1	Cluster_0	0.344773578457679	0.0705497017914152	31981885.5	0.527900025591243	2.65406900008137e-14	2.0604123085434e-13	24.4654262704804	18.4082263433191
P2ry12	Cluster_0	0.297574107459425	0.0177919176550774	30875215.5	0.509633087535916	0.00789487753538697	0.0204623873769891	20.8830880311025	18.5627674750357
Rap2b	Cluster_0	0.31149935600701	0.151073732043051	33571878.5	0.554144799226928	6.93113642560182e-68	2.02044486681899e-66	22.1049708414329	11.1982881597718
Gpr149	Cluster_0	0.416287448495665	0.149277221225639	33280484	0.549334977616906	5.12553062660531e-45	1.04662307719967e-43	25.8816995279089	15.6205420827389
Serpini1	Cluster_0	0.323287291342359	0.0615954146540232	31663606.5	0.522646442520127	1.07498727358634e-10	6.78424385092539e-10	21.4107192446543	16.6310033285782
Gucy1a1	Cluster_0	0.944052140293126	0.709738334877975	42677110	0.704437749961937	0	0	54.1238544848653	14.7883975273419
Arhgef2	Cluster_0	0.313729697638553	0.0900320214943758	32414044	0.535033328698387	6.57714152942057e-25	7.755030479154e-24	22.2715912246598	14.8834997622444
Trim46	Cluster_0	0.440789225029089	0.155448666972	33533233	0.553506908117006	6.74023240480738e-45	1.3746193621569e-43	30.3526798111636	19.5553970518307
Setdb1	Cluster_0	0.291658848231682	0.0136897870761952	30854608.5	0.509292943868421	0.0105277158226466	0.0264084250815928	21.0497084143294	18.6340941512126
Atp1a1	Cluster_0	0.282511414102506	0.0852396023523056	32340023.5	0.533811530069776	2.08780673866274e-25	2.50337092027295e-24	20.3832268814218	13.2429862101759
Pifo	Cluster_0	0.422484547673706	0.167294553278755	33728078.5	0.556723070729943	2.92148405429966e-56	7.30146973386703e-55	28.1033046376007	16.4348549690918
Vav3	Cluster_0	0.611106512960492	0.329871840527797	36623112	0.604509129458016	5.33965146669722e-174	4.35048103249156e-172	38.0172174396001	16.3694721825963
Gpr88	Cluster_0	0.512405453531428	0.35600403623082	37567120	0.620091132819211	3.61356734568177e-297	6.26415743594515e-295	34.5459594557068	10.3839752734189
Ndst3	Cluster_0	0.453721024078965	0.223578330954946	34930496.5	0.576570446300448	2.13552274789714e-112	1.04186656218515e-110	29.4084976395446	13.3499762244413
Lmo4	Cluster_0	0.392369208533659	0.0899403702045135	32352202	0.534012551065292	1.47173437339847e-19	1.45168956504407e-18	26.9369619550125	19.4781264859724
Dnajb4	Cluster_0	0.291867766197067	0.0576500048703504	31707724.5	0.523374663916862	1.29815751072478e-11	8.73749551311865e-11	20.9663982227159	15.9296243461721
Nexn	Cluster_0	0.330915046953732	0.137024803814767	33247856	0.548796412683485	1.58193853875e-49	3.5408912759521e-48	23.2157733962788	13.3143128863528
Penk	Cluster_0	1.09128805072874	1.03198805545118	47993194	0.792186199928878	0	0	61.7050819216884	3.8754160722777
Calb1	Cluster_0	0.444451639838276	0.249994971638179	34938330.5	0.576699756024869	4.77373802276833e-119	2.4538820530287e-117	27.60344348792	12.4821683309558
Gpr63	Cluster_0	0.417965104640671	0.179676077433753	33948397.5	0.560359704528105	8.18871436616114e-65	2.27317036791475e-63	27.9922243821161	15.8642415596767
Ubap2	Cluster_0	0.292830498060006	0.0233018639671055	31017234	0.511977276085538	0.000893956886428156	0.00286132929961634	21.0497084143294	18.2001902044698
Tmod1	Cluster_0	0.333401584748166	0.0994475232012379	32630914	0.538613032545115	4.38014891924933e-29	5.92319723146621e-28	23.5212440988614	15.32929148835
Patj	Cluster_0	0.311668172525072	0.0400677241525589	31277743	0.516277294849809	6.53124095378634e-06	2.8273867697293e-05	21.743960011108	18.1288635282929
Ppt1	Cluster_0	0.315445479128047	0.041695574448381	31346263.5	0.517408309270566	1.61641093108233e-06	7.42164444124729e-06	22.2160510969175	18.3309557774608
Cap1	Cluster_0	0.320412560518867	0.116596750237828	32857397	0.54235141068095	3.52845228995544e-37	6.03950946059074e-36	22.493751735629	13.8135996195911
Grik3	Cluster_0	0.868266111060193	0.585656087506903	40988123.5	0.676558967875331	0	0	52.4021105248542	16.5418449833571
Hpca	Cluster_0	0.41834975746746	0.304225844869217	36648760	0.604932480978563	6.04544799357577e-272	8.95550682321065e-270	29.0474868092197	8.20256776034237
Ptp4a2	Cluster_0	0.322946626706021	0.0516790763046647	31618551	0.521902746542508	1.34350778799921e-09	7.955108795584e-09	22.8269925020828	17.9386590584879
Adgrb2	Cluster_0	0.297960906042762	0.0918364766103679	32308644	0.533293573151538	1.07661813591568e-23	1.22510422658841e-22	20.9108580949736	14.0691868758916
Oprd1	Cluster_0	0.298932712598316	0.268747924890827	36093957	0.595774780820512	0	0	21.3274090530408	2.18735140275796
Dhdds	Cluster_0	0.301946126372565	0.0189282411049804	30911218.5	0.510227360960519	0.00535658367657472	0.0144297455793991	21.6606498194946	19.1452686638136
Sh2d5	Cluster_0	0.395913785469766	0.19092949084512	34262109	0.565537895441154	1.22103363868157e-81	4.18878802996131e-80	27.2979727853374	14.1642891107941
Kif17	Cluster_0	0.30241242729935	0.133224877132599	33255747	0.548926663262424	1.73297529391657e-53	4.14667142648613e-52	21.9383504582061	12.0542082738944
Ajap1	Cluster_0	0.405818114211287	0.192433379375625	34437201.5	0.568428010698143	3.17384676686902e-85	1.13168124871183e-83	28.7142460427659	14.9191631003329
Gabrd	Cluster_0	0.286410867985643	0.168971032538969	33937219.5	0.560175198005309	1.0308391894082e-100	4.37435536234546e-99	20.4387670091641	8.41654778887304
Sema3e	Cluster_0	0.475388029783458	0.133270455892636	32678269.5	0.539394692827836	1.82775186059994e-25	2.19964671849897e-24	27.6589836156623	19.632667617689
Reln	Cluster_0	0.53646392904683	0.156572838354046	33394468	0.551216422552884	8.75693079582131e-41	1.61601571141459e-39	31.185781727298	19.8109843081312
Uso1	Cluster_0	0.314815734592613	0.0158611176203523	30923887.5	0.510436478256753	0.00509715390599175	0.0138176880549219	22.6048319911136	19.8347598668569
Ccni	Cluster_0	0.310468275958978	0.0582373396453483	31699331	0.52323611896257	5.29119579727561e-11	3.41330306874925e-10	22.0216606498195	16.9935805991441
Hnrnpd	Cluster_0	0.346833497952391	0.0617340985097615	31761673.5	0.524265157958579	5.54007298254766e-11	3.56116328404789e-10	24.382116078867	19.0382786495483
Lrrc8b	Cluster_0	0.28927195868916	0.0397329622580826	31428067	0.518758575806398	7.35347322102698e-08	3.79312586694e-07	20.6609275201333	16.4586305278174
Tgfbr3	Cluster_0	0.30212007803889	0.104949352871838	32621446	0.538456751657852	6.61516845783203e-32	9.71118648832188e-31	21.2440988614274	13.3856395625297
Tmem175	Cluster_0	0.330265079516522	0.0422124805464681	31399690.5	0.518290187065647	8.85601066255649e-07	4.15037945776123e-06	23.6600944182172	19.5197337137423
Zfp932	Cluster_0	0.345987872036467	0.061969193507634	31758274	0.524209045065017	5.23816052119171e-11	3.38176805439061e-10	24.1321855040267	18.8718497384689
Wscd2	Cluster_0	0.396537204816265	0.107845426515981	32721990.5	0.540116361255386	1.32901491900929e-26	1.65568028327649e-25	27.7700638711469	19.2700903471232
Tesc	Cluster_0	0.287218294334165	0.169308685778281	33892828	0.559442462157511	3.37306205912306e-100	1.42393902210907e-98	20.1332963065815	8.20851165002377
Ptpn11	Cluster_0	0.352446695631089	0.058499541127805	31780349.5	0.524573428116008	4.64964376077801e-11	3.01256242870289e-10	24.9930574840322	19.4484070375654
Ppp1cc	Cluster_0	0.283832892427007	0.0460792863394178	31650490	0.522429938690618	3.98657307734354e-11	2.59948812706334e-10	20.2999166898084	15.2639087018545
Pptc7	Cluster_0	0.315616085639535	0.105185396307828	32633990	0.538663805676634	2.16422632753311e-30	3.02453413440412e-29	22.4659816717578	14.5030908226343
Muc3a	Cluster_0	0.318387344897198	0.126985948509765	33008724.5	0.544849255628918	2.46356839491454e-42	4.7228055288391e-41	22.3549014162733	13.3796956728483
Zfp157	Cluster_0	0.273653612530919	0.0183141349998395	30989730	0.511523289021396	0.00111443109879931	0.00349897008765602	20.1610663704527	17.3026628625773
Arpc1a	Cluster_0	0.351938242849086	0.117198622616768	32837358.5	0.542020650799304	3.87140430294433e-33	5.87926683284975e-32	24.5487364620939	15.8999048977651
Hsph1	Cluster_0	0.354413605098752	0.09820669243422	32385790.5	0.534566970222648	9.68285786709876e-22	1.03395916739433e-20	24.576506525965	17.4869234427009
Wipf3	Cluster_0	0.515701511061365	0.240314772620745	35135586.5	0.579955706880175	1.17130343612013e-98	4.83199733963989e-97	34.3793390724799	18.4617213504517
Rnf103	Cluster_0	0.307921931532037	0.0714888079460614	31890957.5	0.526399148054584	3.03608336003067e-14	2.35137729808459e-13	21.5773396278811	16.1138849262958
Chmp3	Cluster_0	0.292663477935032	0.0483001955849906	31533012	0.520490821023325	4.58308360365267e-09	2.60667878958186e-08	21.0497084143294	16.5299572039943
St3gal5	Cluster_0	0.42078968952133	0.170044811696709	33891967	0.559428250302427	5.56518911691227e-60	1.45095610656137e-58	29.0752568730908	16.9995244888255
Tgfa	Cluster_0	0.400527226947568	0.199777710004691	34555430.5	0.570379524536363	1.97517517303883e-98	8.10717366364427e-97	27.4645931685643	12.9933428435568
Eefsec	Cluster_0	0.340577252558644	0.040368347339185	31407301	0.518415807649986	8.85526278880867e-07	4.15037945776123e-06	24.2154956956401	19.8347598668569
Mgll	Cluster_0	0.316891269512627	0.0319884003758131	31579722.5	0.521261834794398	1.95402571584585e-09	1.14329799065379e-08	22.2438211607887	16.9757489300999
Prmt8	Cluster_0	0.428768418832575	0.204890725354002	34622059.5	0.57147931744273	1.80410879072765e-90	6.7118613572847e-89	29.7972785337406	15.3768426058012
Fgfr1op2	Cluster_0	0.307301670585526	0.0686175511506963	31913836.5	0.526776793853031	1.33187809294934e-14	1.04895860437939e-13	21.8272702027215	16.0782215882073
Far2	Cluster_0	0.377206578202632	0.0954974944165002	32341300.5	0.533832608512218	1.07238831435613e-19	1.06292990160786e-18	26.0483199111358	19.0858297669995
Ergic2	Cluster_0	0.311056876280957	0.0175268796820808	30894257	0.509947390716612	0.00711621632662823	0.0186518811392001	21.9661205220772	19.4662387066096
Shisa7	Cluster_0	0.411134236878907	0.153035953928393	33523829.5	0.553351691880907	7.36422917095756e-48	1.59574620133981e-46	28.4643154679256	17.6592962434617
Arhgap33	Cluster_0	0.427097549426698	0.194892724902021	34279821.5	0.565830261855988	1.63846222979084e-76	5.26602406990961e-75	28.9364065537351	15.7453637660485
Dpy19l3	Cluster_0	0.359898962742159	0.192958876012533	34191447.5	0.564371541204212	3.11211935764219e-91	1.16311892047659e-89	24.2988058872535	11.5489776509748
Car11	Cluster_0	0.425361950739622	0.186172194934926	34185743	0.564277381474449	3.19488376478162e-71	9.62303714364445e-70	29.3251874479311	16.3754160722777
Nipa1	Cluster_0	0.326347946522829	0.0300350420836885	31185615.5	0.514756618102728	7.99123672136243e-05	0.000301777989280651	23.4657039711191	19.9001426533524
Sv2b	Cluster_0	0.600127262068578	0.327437292053234	36669797	0.605279722320489	3.30140952475851e-172	2.65007232541576e-170	38.378228269925	17.094626723728
Abhd2	Cluster_0	0.402599188175337	0.126351378207723	33075622.5	0.545953488708359	2.16350838357109e-35	3.528965876906e-34	27.9366842543738	18.2774607703281
Stard5	Cluster_0	0.355528921115859	0.172602457856173	33527285.5	0.553408737375878	9.41074133919292e-66	2.65767816502857e-64	21.9938905859483	11.3231098430813
Nars2	Cluster_0	0.300436381858188	0.0440406081043722	31403088	0.518346266946771	3.12208210637445e-07	1.52775759529645e-06	21.7717300749792	17.7425106990014
Ppme1	Cluster_0	0.312460401487773	0.0375343941732773	31440060	0.518956534898176	1.99874837386923e-07	9.95403568221242e-07	22.9658428214385	18.4320019020447
Crym	Cluster_0	0.301985638697378	0.0792042075464144	32472857.5	0.536004117245395	2.64331672619181e-29	3.59839983736805e-28	20.4943071369064	12.6842605801236
Arhgap17	Cluster_0	0.316601989990961	0.0219557487209529	31103307	0.513398015925993	0.000255383819527273	0.000897257296075228	22.299361288531	18.8659058487874
Chst15	Cluster_0	0.621644262541817	0.317473639168253	36674061	0.605350104840904	1.55315120166288e-158	1.11491624806593e-156	41.0441544015551	19.5078459343795
Dhx32	Cluster_0	0.32329172863107	0.0748848227840958	32034781	0.528773130330601	5.76911332050535e-16	4.82585736948843e-15	23.0491530130519	16.9876367094627
Adam12	Cluster_0	0.59713988592821	0.288797067220386	35865429	0.592002647465576	1.4950326743778e-127	8.20254458888426e-126	37.3507359066926	18.479553019496
Inpp5a	Cluster_0	0.281206758123268	0.00717683698432903	30856740	0.509328126875519	0.00943352040638191	0.0239662012818823	20.7164676478756	18.0813124108417
Galnt7	Cluster_0	0.356402347639397	0.096766338664939	32544865	0.537192688853931	1.48308317925491e-25	1.79146333624602e-24	24.6875867814496	16.7082738944365
Mfap3l	Cluster_0	0.295122658889776	0.0368801800189703	31361164.5	0.517654268448969	4.89068012450627e-07	2.35362175513378e-06	20.8553179672313	16.773656680932
Crtc1	Cluster_0	0.349091656977687	0.0671626135444526	31832224.5	0.525429688258254	7.63237587152288e-12	5.20157109270035e-11	24.6320466537073	19.2106514503091
Rpgrip1l	Cluster_0	0.294495150733686	0.0303901308755318	31168409.5	0.514472612088125	5.66581748645024e-05	0.000218106534235074	21.2996389891697	17.9743223965763
Cx3cl1	Cluster_0	0.345447259675173	0.167967690286166	33955874	0.560483113279016	1.16073956628309e-77	3.79043110873406e-76	24.5487364620939	12.3038516405136
Csnk2a2	Cluster_0	0.304387300332292	0.021940666113669	31005645.5	0.511785993759593	0.0012674013724466	0.00393752247169062	21.7161899472369	18.8718497384689
Sntb2	Cluster_0	0.477684931297755	0.188108713724615	34158158.5	0.563822065659629	4.58899206382252e-63	1.23599381289236e-61	32.1577339627881	19.1987636709463
Sf3b3	Cluster_0	0.299049736184038	0.0224143704247203	30906269	0.510145663426562	0.00507058804880245	0.0137616975774877	20.8275479033602	18.479553019496
Zfp1	Cluster_0	0.315622121958643	0.0709703103921982	31932037.5	0.527077223556145	1.13925876269597e-14	9.01613479268131e-14	22.1605109691752	16.4467427484546
Mbtps1	Cluster_0	0.286312346419482	0.047663608436416	31499798	0.519942583445212	7.7278728936627e-09	4.32585670911143e-08	20.410996945293	16.0544460294817
Birc2	Cluster_0	0.284013791236113	0.0190102140421394	30934174.5	0.510606277737877	0.0028091189767331	0.00809310355832141	20.1332963065815	17.5344745601522
Cep126	Cluster_0	0.38008682953559	0.101554574804431	32524657	0.536859131168061	5.48666575122907e-23	6.10691382624847e-22	26.7148014440433	19.0798858773181
Icam5	Cluster_0	0.335779246547761	0.170203865460807	33985161.5	0.560966539185831	1.20095139407748e-82	4.1548838570048e-81	23.7989447375729	11.5073704232049
Ilf3	Cluster_0	0.285915892503469	0.0246158437719258	30982605	0.511405682206678	0.00136880627167702	0.00421638907315256	20.3554568175507	17.6890156918688
B3gat1	Cluster_0	0.318284617121546	0.159919806802816	33907328	0.55968180234185	1.0874317078622e-83	3.81890079302039e-82	22.9103026936962	10.6633380884451
Ncapd3	Cluster_0	0.305442294508316	0.015877322100336	30880517.5	0.509720603512286	0.00848741549482781	0.0217970741510196	21.9383504582061	19.4246314788398
Prdm10	Cluster_0	0.291290259562081	0.0323102532450188	31134642.5	0.513915246570569	9.45312882984285e-05	0.000353543112881086	20.7164676478756	17.6295767950547
Scn3b	Cluster_0	0.361893404065802	0.111811442376531	32718183	0.540053513824223	9.69642829920413e-29	1.29830155411283e-27	25.3540683143571	17.2075606276748
Clmp	Cluster_0	0.452165228608082	0.207096949155218	34455690	0.568733185939395	2.8903614140301e-80	9.73108248793813e-79	30.1582893640655	16.5240133143129
Scn4b	Cluster_0	0.373016041335735	0.244285786966913	35473095	0.585526696301273	2.44080239986436e-180	2.11557846307392e-178	26.0760899750069	8.93366619115549
Pcsk7	Cluster_0	0.353282239463292	0.0632742014655363	31782641.5	0.524611260371353	3.59358156514288e-11	2.34793149975955e-10	24.6320466537073	19.2582025677603
Usp28	Cluster_0	0.372408616926772	0.135759974295908	33235547.5	0.54859324587942	2.15765846053609e-43	4.25654293152972e-42	25.9094695917801	15.8226343319068
Drd2	Cluster_0	1.40226305157217	1.33735699291082	51565451.5	0.851150666725825	0	0	73.4240488753124	3.73276271992392
Smad3	Cluster_0	0.348185039210805	0.127930678407744	33140093.5	0.547017661192808	1.21603137327143e-43	2.41944215231477e-42	24.2154956956401	14.396100808369
Clpx	Cluster_0	0.305016810025952	0.00948503330756706	30809556.5	0.508549305662571	0.0208778806118232	0.0481740391630782	21.9661205220772	19.5435092724679
Car12	Cluster_0	0.319924712714031	0.185400110799086	34088948.5	0.56267967020045	3.68236922630755e-103	1.60869186441505e-101	21.5773396278811	9.0228245363766
Tpm1	Cluster_0	0.443862416001414	0.16123030971724	33565813	0.554044680751886	4.09556378525612e-47	8.67844107682035e-46	29.5751180227715	18.7291963861151
Arpp19	Cluster_0	0.534860521131248	0.363283447681547	37441048.5	0.618010168953702	4.43394089912907e-272	6.6285382524136e-270	34.9069702860317	11.4835948644793
Gnb5	Cluster_0	0.565324080470162	0.3073900406627	36503904.5	0.602541464283908	1.91918606689662e-161	1.41507407059187e-159	37.8505970563732	17.6236329053733
Mlip	Cluster_0	0.373520361847852	0.154814252277688	33368290	0.550784322735944	2.7808365212663e-51	6.35536200757845e-50	24.2988058872535	14.0632429862102
Lrrc1	Cluster_0	0.385884888992142	0.123576971377182	33145721.5	0.547110558196771	2.25387453306555e-38	3.96190782268642e-37	27.3812829769508	17.3442700903471
Gclc	Cluster_0	0.320301851507188	0.0236640960189937	30988392	0.511501203699559	0.00191528858342064	0.00573074319993379	22.3271313524021	19.5613409415121
Filip1	Cluster_0	0.598718911478103	0.359808917897429	37396560	0.617275832002602	3.8082215571639e-219	4.19290339689093e-217	39.1557900583171	16.0425582501189
Mei4	Cluster_0	0.681407742958844	0.395102962161239	37520708.5	0.619325054407801	4.05773637516201e-214	4.4376385391453e-212	41.2663149125243	17.4869234427009
Mrpl3	Cluster_0	0.323333435157621	0.0874819061732423	32365135	0.534226026003502	1.96147117796888e-22	2.1465529110143e-21	23.4657039711191	16.262482168331
Cacna2d2	Cluster_0	0.293850560809005	0.0376342279439525	31448087.5	0.519089038576092	4.52929068420472e-08	2.38310596380742e-07	20.9941682865871	16.4645744174988
Traip	Cluster_0	0.382384812823359	0.216327425744386	34815606	0.574674038476394	1.60538893733973e-120	8.3845553634458e-119	26.3537906137184	11.3706609605326
Usp4	Cluster_0	0.31510739089043	0.0448203335668935	31436102.5	0.518891211534071	1.9472127020287e-07	9.70034575957129e-07	22.4659816717578	18.2834046600095
Dclk3	Cluster_0	0.521922637225018	0.258424538071982	35668522	0.588752457280913	6.59413094016882e-125	3.557992174505e-123	35.4068314357123	17.2194484070376
Ctnnb1	Cluster_0	0.294100068121769	0.027915893657167	31056045	0.512617898974805	0.000399797197939298	0.00136433410270594	20.5498472646487	17.6652401331431
Fyco1	Cluster_0	0.397544281802066	0.0951281339429981	32349761.5	0.533972267636334	2.27348135838039e-19	2.22634487588993e-18	26.9647320188836	19.7396576319544
Cdc40	Cluster_0	0.448718745530486	0.153647065263192	33594345.5	0.554515644462896	3.26744205074202e-46	6.8085637105935e-45	31.0191613440711	19.6623870660961
Fig4	Cluster_0	0.481649159206589	0.309323316227508	36403765.5	0.600888547958425	9.0367915011396e-205	9.50029145232709e-203	31.6023326853652	11.5965287684261
Ccdc6	Cluster_0	0.281662897530211	0.0691303585466425	31977173.5	0.527822248284443	1.04904964686246e-16	9.12180576073837e-16	20.4943071369064	14.6219686162625
Adora2a	Cluster_0	0.700512247388463	0.681844130570246	43522615.5	0.718393849426039	0	0	44.8764232157734	1.23038516405136
Col6a1	Cluster_0	0.501432042948794	0.190586148031835	34112503.5	0.563068474203354	2.61347783141481e-62	7.00437849718821e-61	32.1577339627881	18.8183547313362
Pttg1ip	Cluster_0	0.316263408997481	0.116581906744456	32863972.5	0.542459947327993	1.49130284048441e-37	2.57151108843316e-36	22.3826714801444	13.7184973846885
Matk	Cluster_0	0.298714477915999	0.0818264484937857	32001476	0.528223390686504	4.41812408067536e-17	3.92334233758065e-16	20.4387670091641	14.7289586305278
Ccm2	Cluster_0	0.279285119450875	0.0759744138752378	32057261	0.529144190147424	8.96787649682254e-19	8.63661628343518e-18	20.0222160510969	13.944365192582
Mdh1	Cluster_0	0.330521741655968	0.116962317913577	32851242.5	0.542249823152363	1.36011706776098e-34	2.16225440186978e-33	23.7434046098306	15.2044698050404
Gabra1	Cluster_0	0.32021537272459	0.00909882305632598	30854899.5	0.509297747178328	0.0123377532723563	0.030433498270216	22.3826714801444	19.7039942938659
Rnf145	Cluster_0	0.283229793483627	0.055638379418796	31648977	0.522404964780349	5.42897706954587e-11	3.49526595607467e-10	20.3554568175507	15.5313837375178
Vdac1	Cluster_0	0.380925369151417	0.0977864429137714	32372337	0.53434490379713	3.30899064603639e-20	3.3449133112384e-19	26.2149402943627	19.121493105088
