p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
9.64437433232602e-179	0.570429448496167	0.839	0.546	5.33980073657895e-174	Cluster_0	Pdzd2
3.22179450539747e-178	0.607457928430969	0.475	0.228	1.78381096380342e-173	Cluster_0	Vat1l
9.69561799976459e-178	0.575493977620282	0.475	0.226	5.36817281792966e-173	Cluster_0	Stk32a
3.11948171362362e-177	0.503280707569452	0.345	0.135	1.72716344038199e-172	Cluster_0	Tmem158
8.81445533427237e-177	0.548035779657894	0.859	0.608	4.88029948492658e-172	Cluster_0	9530059O14Rik
1.2073788034594e-174	0.456020062705602	0.891	0.596	6.68489422111368e-170	Cluster_0	Ano3
3.99444797554878e-174	0.484625128211005	0.976	0.7	2.21160601062209e-169	Cluster_0	Mctp1
6.74686886357097e-173	0.463274601241382	0.979	0.703	3.73553888369334e-168	Cluster_0	Gabrg3
4.96438657070757e-172	0.527254477710181	0.391	0.169	2.74863191260366e-167	Cluster_0	Fig4
5.8634462674229e-172	0.51548960578454	0.909	0.657	3.24641429488404e-167	Cluster_0	Klhl29
2.4016745182742e-170	0.465302511276759	0.991	0.76	1.32973513053288e-165	Cluster_0	Dlgap2
2.07522319371788e-169	0.47823089602346	0.956	0.77	1.14898882566578e-164	Cluster_0	Ppp1r9a
6.54679705156124e-169	0.610189094621992	0.497	0.25	3.62476512353791e-164	Cluster_0	Cdh7
2.20459591532444e-168	0.510381295053872	0.941	0.683	1.22061862043768e-163	Cluster_0	Cnksr2
3.92743028691177e-168	0.480454674027031	0.977	0.725	2.17450032695444e-163	Cluster_0	Ctnna3
6.50759100515957e-167	0.494886282365394	0.827	0.499	3.6030579118267e-162	Cluster_0	Gm10754
3.43585903102553e-166	0.578472189578005	0.79	0.542	1.9023320697079e-161	Cluster_0	Rnf150
1.07839386625995e-164	0.545445578792213	0.551	0.302	5.97074331932146e-160	Cluster_0	Lzts3
7.09218450669766e-164	0.562430182879335	0.649	0.398	3.9267297958233e-159	Cluster_0	Camkv
3.58235492843621e-163	0.519374342749872	0.876	0.641	1.98344245322728e-158	Cluster_0	Trerf1
1.43566441707534e-162	0.52442901073113	0.73	0.458	7.94884317802103e-158	Cluster_0	Fras1
1.66372572641361e-160	0.588574881777256	0.437	0.21	9.21155022943421e-156	Cluster_0	Gm44593
3.26445418523674e-159	0.561083441857621	0.532	0.297	1.80743034874002e-154	Cluster_0	Gnb5
1.0258324384616e-158	0.491894673169459	0.905	0.657	5.67972646203037e-154	Cluster_0	Trank1
2.3074713871269e-158	0.548180752071265	0.773	0.531	1.27757768291055e-153	Cluster_0	Clvs1
9.4712225667156e-157	0.486724774938137	0.9	0.645	5.24393179851343e-152	Cluster_0	Shisa9
3.61354146739201e-156	0.507372404851313	0.754	0.46	2.00070950425093e-151	Cluster_0	Fstl4
6.48049123692939e-156	0.499905967989473	0.861	0.599	3.58805358315069e-151	Cluster_0	Chn1
2.39483724261466e-153	0.55697086161193	0.495	0.266	1.32594953611846e-148	Cluster_0	Gm10848
3.75858448350102e-153	0.528022324412808	0.757	0.511	2.08101547098001e-148	Cluster_0	Aff3
4.36327529610334e-153	0.521391744869052	0.617	0.371	2.41581463319354e-148	Cluster_0	Cobl
5.30673329947457e-153	0.532910646929673	0.756	0.516	2.93817902592008e-148	Cluster_0	Bcl11b
2.49710392191312e-152	0.441761557317343	0.986	0.761	1.38257152844564e-147	Cluster_0	Gria1
1.14224403573531e-151	0.489688659268995	0.65	0.394	6.32426255265568e-147	Cluster_0	Hs3st5
1.79467265558473e-151	0.518192546528975	0.614	0.37	9.93656409217598e-147	Cluster_0	Sgk3
7.57597958020101e-151	0.455051676325549	0.938	0.671	4.19459261416989e-146	Cluster_0	Lrrtm3
7.90669446965787e-151	0.497062966976433	0.561	0.313	4.37769952701547e-146	Cluster_0	Kcnip2
3.17792202810656e-150	0.518017988511834	0.468	0.238	1.75952008930176e-145	Cluster_0	Iqgap2
7.91353767622019e-150	0.383044362668679	0.972	0.713	4.38148840519283e-145	Cluster_0	Gria3
5.47540598666743e-149	0.480678391496094	0.796	0.517	3.03156803263816e-144	Cluster_0	Adamts3
2.21665022622806e-148	0.494126996289651	0.37	0.164	1.22729273075569e-143	Cluster_0	Sh3rf2
6.85371765154708e-148	0.448239623144182	0.758	0.49	3.79469785213207e-143	Cluster_0	A330015K06Rik
1.64551155923782e-147	0.419056461289724	0.998	0.788	9.11070385003206e-143	Cluster_0	Grin2b
4.58853119431132e-147	0.486912055259316	0.915	0.692	2.54053206635435e-142	Cluster_0	Kcnq3
8.33555435985742e-146	0.447988006598812	0.974	0.761	4.61514638242226e-141	Cluster_0	Myt1l
1.07883702061164e-145	0.450716111046931	0.874	0.619	5.97319693202049e-141	Cluster_0	Pard3
2.18921959714011e-145	0.437381609905018	0.926	0.714	1.21210521434856e-140	Cluster_0	Plekha5
4.29388629150851e-145	0.503335523430604	0.803	0.57	2.37739602301952e-140	Cluster_0	Cyld
4.57014251837987e-143	0.536492186863604	0.439	0.225	2.53035080815138e-138	Cluster_0	Gm43670
1.58787496349282e-141	0.326285262010354	0.966	0.701	8.79158731037068e-137	Cluster_0	Mgat4c
8.70064373180158e-141	0.499513124143047	0.641	0.399	4.81728541498658e-136	Cluster_0	Sez6
3.96032459181019e-140	0.410673992277443	0.974	0.826	2.19271291674755e-135	Cluster_0	Nbea
9.84927899988011e-140	0.475734075071667	0.783	0.55	5.45325030386362e-135	Cluster_0	Plcl2
1.1745591842947e-139	0.46290221796454	0.87	0.626	6.50318183568446e-135	Cluster_0	Thrb
1.58848626088183e-139	0.434749884260146	0.942	0.753	8.79497188062441e-135	Cluster_0	Cttnbp2
1.0471167816211e-138	0.439965905900116	0.876	0.691	5.79757148480156e-134	Cluster_0	Rabgap1l
1.31997209242108e-138	0.489889124353222	0.375	0.177	7.30828948410779e-134	Cluster_0	Nrgn
4.08377845369414e-137	0.446021637459446	0.42	0.201	2.26106561645683e-132	Cluster_0	Vav3
7.16413629355421e-137	0.424104788542742	0.927	0.707	3.96656734165216e-132	Cluster_0	Cacnb4
8.85766485791639e-137	0.51189038600326	0.469	0.251	4.90422330188257e-132	Cluster_0	Gm13268
2.45194915979648e-136	0.437168235113341	0.958	0.737	1.35757069130452e-131	Cluster_0	Samd12
4.75380247408659e-136	0.476557301620756	0.407	0.2	2.63203781582752e-131	Cluster_0	Ppp1r1b
7.35346568552233e-136	0.408633288309171	0.257	0.096	4.07139334610315e-131	Cluster_0	Rasd2
2.24990021516803e-135	0.497688825513041	0.704	0.466	1.24570225213208e-130	Cluster_0	Ripor2
1.04390664028407e-134	0.514854770207327	0.552	0.327	5.77979789526078e-130	Cluster_0	Sh2d5
3.31723534666664e-134	0.471932782435302	0.652	0.411	1.83665369438892e-129	Cluster_0	Gm45159
3.54086739088084e-133	0.474036727108496	0.781	0.559	1.96047204830899e-128	Cluster_0	Camk2b
1.43948543555976e-132	0.482987992868046	0.686	0.437	7.96999901106371e-128	Cluster_0	Gsdme
1.67872092364766e-131	0.489017407040432	0.75	0.52	9.29457413796002e-127	Cluster_0	Reps2
9.44375065763755e-131	0.485186371789329	0.823	0.601	5.22872142661418e-126	Cluster_0	Rgs7bp
1.27784919091182e-130	0.448702166372929	0.777	0.544	7.07506761532148e-126	Cluster_0	Nsg2
3.78810537969879e-130	0.383340109973086	0.976	0.815	2.09736030557783e-125	Cluster_0	Kirrel3
1.18102722865312e-129	0.344840726091974	0.995	0.891	6.53899345688373e-125	Cluster_0	Adgrl3
1.2605642552313e-129	0.482978058215215	0.624	0.38	6.97936611193916e-125	Cluster_0	Sv2c
4.73681089278631e-129	0.323817146891409	0.862	0.601	2.622630087009e-124	Cluster_0	Chsy3
6.51420887407354e-129	0.411397924161928	0.242	0.091	3.6067220273083e-124	Cluster_0	Ano2
8.07093539663125e-129	0.444396119940326	0.539	0.299	4.46863480105283e-124	Cluster_0	Prkch
3.41710411662543e-128	0.439352951189934	0.871	0.632	1.891948036252e-123	Cluster_0	Tle4
2.0485694279874e-127	0.561161382518419	0.507	0.294	1.13423143519378e-122	Cluster_0	Rab27b
5.81989841948342e-127	0.435036605841487	0.89	0.681	3.22230315791539e-122	Cluster_0	Unc79
2.29522915960304e-126	0.480746967584595	0.612	0.373	1.27079952879742e-121	Cluster_0	Arhgap6
4.39286887641846e-126	0.454094894359615	0.764	0.516	2.43219971080661e-121	Cluster_0	Npas2
8.38641367418478e-126	0.50403707338136	0.523	0.308	4.64330565898589e-121	Cluster_0	Gm13269
1.35057956507147e-125	0.407568105338257	0.916	0.673	7.4777538779312e-121	Cluster_0	Pcsk2
1.99312806446702e-123	0.405836874429636	0.967	0.751	1.10353521545346e-118	Cluster_0	Ptprn2
6.66283515278183e-123	0.505064407735918	0.605	0.378	3.68901193904072e-118	Cluster_0	Epha7
1.71471384619584e-122	0.486379220266801	0.74	0.524	9.49385615223252e-118	Cluster_0	Myo5a
1.83174857202898e-122	0.366256657984622	0.387	0.182	1.01418423187529e-117	Cluster_0	Ndst3
3.47044048385583e-122	0.358181835255484	0.947	0.691	1.92147878269646e-117	Cluster_0	Lrfn5
8.2451732509309e-122	0.450058446417688	0.809	0.601	4.56510507384291e-117	Cluster_0	Ndrg4
1.11011571503252e-121	0.388204004249083	0.958	0.802	6.14637767942056e-117	Cluster_0	Atxn1
5.03614559862547e-121	0.375333634370192	0.234	0.089	2.78836273359096e-116	Cluster_0	Htr1b
7.05327259246193e-121	0.464184734585916	0.664	0.438	3.9051854362684e-116	Cluster_0	Ptk2b
1.09655359641198e-120	0.440847043864339	0.774	0.549	6.07128829725423e-116	Cluster_0	Cap2
1.9237562874285e-120	0.47542294795749	0.64	0.416	1.06512614366054e-115	Cluster_0	Cacng3
4.29202940697003e-120	0.40287713763437	0.24	0.092	2.3763679217571e-115	Cluster_0	Ror1
4.82065885760573e-119	0.477714459610825	0.531	0.318	2.66905418969056e-114	Cluster_0	Tbc1d8
1.61753399356996e-118	0.498636105518848	0.803	0.555	8.9558004621988e-114	Cluster_0	Khdrbs2
2.26527970185786e-118	0.411139092806666	0.878	0.666	1.25421741252764e-113	Cluster_0	Mrtfb
2.79897034950122e-118	0.465574727944995	0.355	0.176	1.54970591340834e-113	Cluster_0	Dpy19l3
1.00597749338826e-116	0.473602418244875	0.653	0.436	5.56979558764275e-112	Cluster_0	5330417C22Rik
1.75847158751391e-116	0.374616517137627	0.913	0.697	9.73612963858826e-112	Cluster_0	Sipa1l1
3.17065073444769e-115	0.35955464285504	0.186	0.063	1.75549419214165e-110	Cluster_0	Ncdn
4.31562465970491e-115	0.456780218661708	0.438	0.242	2.38943190533882e-110	Cluster_0	Filip1
5.45875072744201e-115	0.466281530627893	0.602	0.387	3.02234651526282e-110	Cluster_0	Smpd3
7.06975276785066e-115	0.309155730635331	0.184	0.06	3.91431001497588e-110	Cluster_0	Pou3f1
7.32512455541114e-115	0.423706294390618	0.828	0.628	4.05570171259449e-110	Cluster_0	Zswim6
4.83120647765835e-114	0.444214332553004	0.479	0.269	2.6748940904851e-109	Cluster_0	Gm48312
5.90251180239879e-114	0.47457834149774	0.536	0.335	3.26804370963414e-109	Cluster_0	Actn1
7.98113223973008e-114	0.436194101906286	0.614	0.376	4.41891348717136e-109	Cluster_0	Gm32647
9.56567846637997e-114	0.469237294036679	0.701	0.48	5.2962291964806e-109	Cluster_0	Homer1
1.14477105356189e-112	0.45769068812813	0.717	0.475	6.33825389225611e-108	Cluster_0	Sorcs3
2.55685801763899e-111	0.389223525404716	0.901	0.701	1.41565557862618e-106	Cluster_0	Nebl
1.00196620227713e-110	0.386031141584316	0.831	0.589	5.54758627214776e-106	Cluster_0	Slc2a13
1.06866507817781e-110	0.322576894497433	0.996	0.836	5.91687793834709e-106	Cluster_0	Csmd3
1.07760862651258e-110	0.40527609843004	0.811	0.573	5.96639568241218e-106	Cluster_0	Xkr6
2.12703181665704e-110	0.338543755497993	0.451	0.236	1.17767370592851e-105	Cluster_0	Reln
3.44650444294191e-110	0.380857092000168	0.881	0.651	1.90822611492365e-105	Cluster_0	Neto1
1.01479914297865e-109	0.372278814827191	0.689	0.436	5.61863841492991e-105	Cluster_0	Cntnap5b
1.40413533120587e-109	0.371158435837916	0.921	0.724	7.77427608828754e-105	Cluster_0	Fry
2.10878828575083e-109	0.476786223860652	0.471	0.282	1.16757281017166e-104	Cluster_0	Arpc1a
5.54726958491784e-109	0.433236179936655	0.539	0.329	3.07135675108146e-104	Cluster_0	Lrrk2
5.69103919138967e-109	0.432263713232609	0.458	0.258	3.15095766909672e-104	Cluster_0	Lrtm1
1.30072397539535e-108	0.419270028307048	0.563	0.351	7.20171843457146e-104	Cluster_0	Ngef
2.87929995832147e-108	0.451397597213196	0.533	0.335	1.59418200792385e-103	Cluster_0	Dlgap3
3.05008162543211e-108	0.478243786102942	0.511	0.315	1.688738693553e-103	Cluster_0	Tomm70a
1.82477012021888e-107	0.407525674696125	0.806	0.594	1.01032047246159e-102	Cluster_0	Cdk17
2.35053407605775e-107	0.41434785984974	0.707	0.481	1.3014202018909e-102	Cluster_0	2010300C02Rik
8.51777904182024e-107	0.376589367675673	0.954	0.789	4.71603872208461e-102	Cluster_0	Dgki
9.12866664081743e-107	0.346036648989032	0.201	0.075	5.05426885902139e-102	Cluster_0	Gm18406
6.91972115201311e-106	0.333000370374027	0.987	0.824	3.8312420102351e-101	Cluster_0	Grid2
1.63418289342753e-105	0.394614841880748	0.283	0.128	9.0479804260402e-101	Cluster_0	Scn4b
3.60163294430196e-105	0.393921519943347	0.277	0.125	1.99411611227166e-100	Cluster_0	Rasgrp2
4.49878685968467e-105	0.440293846195666	0.524	0.321	2.49084332060161e-100	Cluster_0	Gm13052
5.97022954797335e-105	0.417153731805273	0.362	0.188	3.30553699382641e-100	Cluster_0	Ppp1r7
3.23703254611358e-104	0.438906835847477	0.397	0.214	1.79224780980671e-99	Cluster_0	Gm30382
9.12513118769408e-104	0.393308671755039	0.622	0.393	5.05231138469058e-99	Cluster_0	Syndig1
1.87513621350134e-103	0.377576623560506	0.94	0.71	1.03820666732929e-98	Cluster_0	Rian
8.91764012930984e-103	0.305947460259035	0.996	0.89	4.93742981039498e-98	Cluster_0	Grik2
1.17781193346189e-102	0.43289777230851	0.361	0.188	6.52119133199846e-98	Cluster_0	Gabrd
3.13212547005292e-102	0.301337999005229	0.971	0.762	1.7341639090042e-97	Cluster_0	Gabrb3
2.03268626905368e-101	0.347253261367081	0.896	0.686	1.12543740658695e-96	Cluster_0	Atp2b2
3.45742153684233e-101	0.416926898083742	0.698	0.49	1.91427058230349e-96	Cluster_0	Epb41l1
1.61594982570913e-100	0.39043935740959	0.776	0.529	8.94702940000372e-96	Cluster_0	Rasgef1b
2.02647394911744e-100	0.358119452585479	0.875	0.632	1.12199783140785e-95	Cluster_0	Rtn1
3.14276325185339e-100	0.363908683502939	0.917	0.714	1.74005372965367e-95	Cluster_0	Nptn
9.1116078139378e-100	0.426411376089195	0.476	0.287	5.04482389834294e-95	Cluster_0	Gucy1b1
4.31999392207305e-99	0.436147898885943	0.673	0.475	2.39185103483419e-94	Cluster_0	D430041D05Rik
1.04749745232846e-98	0.425597921360686	0.481	0.295	5.79967914430697e-94	Cluster_0	Crocc
1.57350042836181e-98	0.45339209331596	0.413	0.239	8.71199982171083e-94	Cluster_0	Plk2
5.38932474189947e-98	0.369048193597462	0.816	0.567	2.98390742984748e-93	Cluster_0	Slc35f3
5.57011106770753e-98	0.423863832923796	0.667	0.464	3.08400339485763e-93	Cluster_0	Wasf1
1.81509457473001e-97	0.421228729137672	0.43	0.252	1.00496341319076e-92	Cluster_0	Cx3cl1
3.10489294814732e-97	0.414203776750563	0.688	0.474	1.71908607860073e-92	Cluster_0	Rgs17
7.458127099195e-97	0.414651717206588	0.667	0.463	4.12934123101129e-92	Cluster_0	Dgkh
6.76998420432038e-96	0.405674008350565	0.317	0.161	3.74833715440606e-91	Cluster_0	Tesc
4.04421157004182e-95	0.349074721732963	0.686	0.462	2.23915861998506e-90	Cluster_0	St6galnac5
5.08179953383004e-95	0.369664115070662	1	0.786	2.81363994789568e-90	Cluster_0	Meg3
8.94336307724276e-95	0.382625647463484	0.749	0.536	4.951671834977e-90	Cluster_0	Sptbn4
1.03792898967201e-94	0.424497321656003	0.479	0.296	5.74670143711703e-90	Cluster_0	Car11
1.04752468571683e-94	0.371383309822207	0.746	0.544	5.79982992740838e-90	Cluster_0	Calm2
1.86863843854095e-94	0.385329545862434	0.786	0.577	1.03460904426697e-89	Cluster_0	Pak3
2.05455563589896e-94	0.399414555954324	0.496	0.303	1.13754581892818e-89	Cluster_0	Gm15810
2.53549263196218e-94	0.446635362069682	0.6	0.401	1.4038262055385e-89	Cluster_0	Gm26691
3.68758411699166e-94	0.415535428658027	0.607	0.405	2.04170469805477e-89	Cluster_0	Neto2
8.35269509106583e-94	0.399021450633205	0.66	0.44	4.62463669107042e-89	Cluster_0	Gm28905
1.07272220274826e-93	0.319868388617176	0.157	0.054	5.93934101995627e-89	Cluster_0	Hras
1.47885478649812e-92	0.403029982319166	0.596	0.385	8.18797529640412e-88	Cluster_0	Ptchd4
2.76757259115601e-92	0.330178603355855	0.886	0.642	1.53232191654535e-87	Cluster_0	Gm26871
3.12401261928752e-92	0.376721454398291	0.615	0.406	1.72967206692092e-87	Cluster_0	Rbms1
6.76127436078664e-92	0.419510781729747	0.483	0.297	3.74351477533674e-87	Cluster_0	Gsg1l
8.68567994483306e-92	0.470771838093491	0.416	0.243	4.80900041505572e-87	Cluster_0	Gm15261
9.17387039757185e-92	0.384468195430395	0.694	0.482	5.07929682302361e-87	Cluster_0	Hs6st2
9.91032655253356e-92	0.400252669944825	0.512	0.322	5.48705050234126e-87	Cluster_0	Arhgap33
1.07012454417249e-90	0.442368433277506	0.383	0.219	5.92495856371984e-86	Cluster_0	Rbm24
1.29871715467327e-90	0.377166893646704	0.802	0.605	7.19060727027947e-86	Cluster_0	Atp6v0a1
1.54648048075375e-90	0.333337653227015	0.865	0.65	8.56239847778926e-86	Cluster_0	Grin1
2.93403412120889e-90	0.377662740426855	0.297	0.148	1.62448667188972e-85	Cluster_0	Gcnt2
3.20743856349727e-90	0.334409488595672	0.237	0.105	1.77586250945153e-85	Cluster_0	Prr7
3.82473363232173e-90	0.334370254691088	0.608	0.402	2.11764027020757e-85	Cluster_0	Prkar2b
7.13742169761741e-90	0.374675125282391	0.682	0.48	3.95177627131983e-85	Cluster_0	Plppr4
1.17375543476904e-89	0.381166823911794	0.351	0.191	6.49873171568577e-85	Cluster_0	St8sia3
1.35342311631944e-89	0.391844232633086	0.698	0.505	7.49349776812583e-85	Cluster_0	Nrg2
