p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0	0.811007412973455	0.375	0.131	0	Cluster_0	Calb1
0	0.806219212001243	0.998	0.718	0	Cluster_0	Lrrc7
0	0.804978470626726	0.884	0.537	0	Cluster_0	Prkcb
0	0.803883232010905	0.993	0.772	0	Cluster_0	Ppp3ca
0	0.800399076476752	0.652	0.325	0	Cluster_0	Epb41
0	0.799839263741949	0.837	0.437	0	Cluster_0	Adcy5
0	0.788650617373026	0.838	0.47	0	Cluster_0	Plppr1
0	0.788198012894309	0.964	0.623	0	Cluster_0	Galnt13
0	0.784243366268772	0.827	0.445	0	Cluster_0	Baiap2
0	0.783014848799093	0.948	0.582	0	Cluster_0	Gria3
0	0.782630900725185	0.647	0.328	0	Cluster_0	Fam135b
0	0.781019769187866	0.757	0.431	0	Cluster_0	Rnf150
0	0.769676555253438	0.998	0.844	0	Cluster_0	Dgkb
0	0.767990965633195	0.748	0.349	0	Cluster_0	Fstl4
0	0.767825896729661	0.746	0.402	0	Cluster_0	Ptpn5
0	0.763566401589312	0.904	0.551	0	Cluster_0	Shisa9
0	0.762632161215456	0.752	0.384	0	Cluster_0	Ppp1r2
0	0.761644064405806	0.665	0.317	0	Cluster_0	Lmo7
0	0.761069948344968	0.945	0.561	0	Cluster_0	Atp2b1
0	0.753617175029994	0.455	0.222	0	Cluster_0	Calm1
0	0.753380699521917	0.643	0.301	0	Cluster_0	Arhgap10
0	0.74760010339766	1	0.764	0	Cluster_0	Csmd1
0	0.744631847156668	0.685	0.326	0	Cluster_0	Cntnap5b
0	0.733728388061961	0.817	0.444	0	Cluster_0	Pdzd2
0	0.731443365017526	0.835	0.487	0	Cluster_0	Chn1
0	0.731323263839142	0.99	0.689	0	Cluster_0	Erc2
0	0.727785465193598	0.524	0.242	0	Cluster_0	Gnb5
0	0.727540314247325	0.736	0.393	0	Cluster_0	Rasgef1b
0	0.727010441597376	0.722	0.394	0	Cluster_0	Kcnk2
0	0.726290327796027	0.765	0.4	0	Cluster_0	Thsd7a
0	0.721656682296066	1	0.84	0	Cluster_0	Celf2
0	0.718790481307524	0.923	0.627	0	Cluster_0	Plekha5
0	0.712792232575659	0.915	0.501	0	Cluster_0	Cntnap5a
0	0.71163266621436	0.572	0.275	0	Cluster_0	Epha7
0	0.707876719549434	0.401	0.153	0	Cluster_0	Plk2
0	0.70749318891932	0.613	0.317	0	Cluster_0	Gabra4
0	0.706681788163652	0.927	0.567	0	Cluster_0	Cnksr2
0	0.698520277289765	0.771	0.428	0	Cluster_0	Ablim2
0	0.693111311851089	0.938	0.621	0	Cluster_0	Gpr158
0	0.688895221634828	0.606	0.302	0	Cluster_0	Sez6
0	0.684930519194057	0.967	0.587	0	Cluster_0	Kctd16
0	0.680088845333	0.413	0.174	0	Cluster_0	Mei4
0	0.678568619272007	0.7	0.368	0	Cluster_0	Fras1
0	0.678407381969883	0.947	0.632	0	Cluster_0	Alcam
0	0.67806627358456	0.678	0.364	0	Cluster_0	Dgkh
0	0.67789808631825	0.495	0.226	0	Cluster_0	Gucy1b1
0	0.676698579408519	0.872	0.544	0	Cluster_0	Osbpl8
0	0.67568729324129	0.746	0.427	0	Cluster_0	Npas2
0	0.675189615337796	0.342	0.115	0	Cluster_0	Sh3rf2
0	0.674533556578983	0.651	0.346	0	Cluster_0	Camkv
0	0.672572456569541	0.987	0.634	0	Cluster_0	Arpp21
0	0.671426064585743	0.649	0.335	0	Cluster_0	Ptk2b
0	0.670788782178957	0.659	0.346	0	Cluster_0	Syndig1
0	0.669227132238844	0.422	0.166	0	Cluster_0	Iqgap2
0	0.666845132068163	0.648	0.35	0	Cluster_0	Wasf1
0	0.662810194371564	0.844	0.537	0	Cluster_0	Mpped2
0	0.662258603835204	0.35	0.117	0	Cluster_0	Fig4
0	0.660913669850061	0.465	0.209	0	Cluster_0	Cdh7
0	0.658975189190321	0.977	0.627	0	Cluster_0	Gabrg3
0	0.655747706019707	0.733	0.442	0	Cluster_0	Clvs1
0	0.651246820458575	0.323	0.099	0	Cluster_0	Ndst3
0	0.645190581961266	0.477	0.219	0	Cluster_0	Akap5
0	0.644356654813921	0.746	0.435	0	Cluster_0	Camk2b
0	0.639697152242388	0.83	0.438	0	Cluster_0	Ano3
0	0.635734270029144	0.996	0.702	0	Cluster_0	Grin2b
0	0.634390692034001	0.416	0.179	0	Cluster_0	Filip1
0	0.633843907632972	0.753	0.436	0	Cluster_0	Cdh8
0	0.632536510327603	0.124	0.005	0	Cluster_0	Upb1
0	0.631956658024043	0.423	0.179	0	Cluster_0	Sv2b
0	0.627473244612969	0.984	0.654	0	Cluster_0	Dlgap2
0	0.622754579576995	0.898	0.562	0	Cluster_0	Cntn5
0	0.622385053457994	0.571	0.294	0	Cluster_0	Lrtm1
0	0.619081048542855	0.438	0.197	0	Cluster_0	Kcna4
0	0.618624385000998	0.665	0.335	0	Cluster_0	Man1a
0	0.616700557870967	0.606	0.318	0	Cluster_0	Sv2c
0	0.615620619734864	0.671	0.385	0	Cluster_0	Aff3
0	0.614776495343567	0.513	0.232	0	Cluster_0	Prkch
0	0.61458596912775	0.86	0.543	0	Cluster_0	Trank1
0	0.614154892897687	0.63	0.335	0	Cluster_0	Arhgap6
0	0.613805832351029	0.627	0.335	0	Cluster_0	Adgrl2
0	0.61322342568368	0.713	0.437	0	Cluster_0	Myo5a
0	0.611260855263368	0.797	0.465	0	Cluster_0	A830018L16Rik
0	0.606834544400384	0.447	0.206	0	Cluster_0	Arpc1a
0	0.606601351914796	0.197	0.017	0	Cluster_0	Oprd1
0	0.605947842424347	0.577	0.325	0	Cluster_0	Snca
0	0.605475817453473	0.999	0.718	0	Cluster_0	Rbfox1
0	0.60502342456789	0.615	0.307	0	Cluster_0	Dach1
0	0.60486786586805	0.161	0.052	0	Cluster_0	Cartpt
0	0.604774961410787	1	0.844	0	Cluster_0	Fgf14
0	0.603735039566429	0.789	0.491	0	Cluster_0	Ndrg4
0	0.602810090245352	0.58	0.322	0	Cluster_0	Neto2
0	0.600970658944601	0.423	0.18	0	Cluster_0	Stk32a
0	0.600895185701936	0.47	0.231	0	Cluster_0	Gsg1l
0	0.600514688226983	0.466	0.221	0	Cluster_0	Lzts3
0	0.597209929627697	1	0.817	0	Cluster_0	Dlg2
0	0.596326874896477	0.708	0.408	0	Cluster_0	Rap1gap
0	0.596089133519861	0.517	0.257	0	Cluster_0	Kcnip2
0	0.592593208786466	0.403	0.194	0	Cluster_0	Mdh1
0	0.586046026042609	0.989	0.692	0	Cluster_0	Gria1
0	0.582788408384105	0.486	0.249	0	Cluster_0	Sh2d5
0	0.581977198144381	0.465	0.239	0	Cluster_0	Tomm70a
0	0.581646548663743	0.668	0.371	0	Cluster_0	2010300C02Rik
0	0.580898637583401	0.948	0.656	0	Cluster_0	Samd12
0	0.580864880059304	0.852	0.563	0	Cluster_0	Mrtfb
0	0.579176836320854	0.877	0.555	0	Cluster_0	Klhl29
0	0.578688221380059	0.859	0.563	0	Cluster_0	Tle4
0	0.57699593069368	0.351	0.171	0	Cluster_0	Stard5
0	0.576685376963342	0.822	0.479	0	Cluster_0	Slc35f3
0	0.573656638132544	0.642	0.375	0	Cluster_0	Homer1
0	0.571509810830111	0.671	0.383	0	Cluster_0	Gsdme
0	0.570354218545449	0.588	0.317	0	Cluster_0	Sgk1
0	0.569237182479956	0.877	0.548	0	Cluster_0	Neto1
0	0.564751987574208	0.274	0.096	0	Cluster_0	Tmem158
0	0.564568206001298	0.571	0.315	0	Cluster_0	Smpd3
0	0.564211242051707	0.36	0.154	0	Cluster_0	St8sia3
0	0.561693025153933	0.549	0.303	0	Cluster_0	Rnf112
0	0.561310736802218	0.464	0.239	0	Cluster_0	Tbc1d8
0	0.561231434283306	0.967	0.679	0	Cluster_0	Myt1l
0	0.558919850568028	0.902	0.574	0	Cluster_0	Pcsk2
0	0.558811795799231	0.979	0.715	0	Cluster_0	Ctnna3
0	0.558374138201394	0.925	0.634	0	Cluster_0	Lrrtm3
0	0.557535396911067	0.789	0.503	0	Cluster_0	Cdk17
0	0.555149310080855	0.776	0.5	0	Cluster_0	Rgs7bp
0	0.554690743117978	0.628	0.366	0	Cluster_0	D430041D05Rik
0	0.554689112487941	0.997	0.786	0	Cluster_0	Anks1b
0	0.554350088052862	0.779	0.511	0	Cluster_0	Cyld
0	0.552734198598223	0.908	0.622	0	Cluster_0	Cacnb4
0	0.552336665384097	0.484	0.253	0	Cluster_0	Actn1
0	0.550517679228414	0.989	0.695	0	Cluster_0	Dcc
0	0.54872044001163	0.267	0.086	0	Cluster_0	Gpr88
0	0.548260505599624	0.635	0.361	0	Cluster_0	Grm1
0	0.547330712115254	0.805	0.493	0	Cluster_0	Cntn3
0	0.546662888199785	0.314	0.127	0	Cluster_0	Tesc
0	0.544912978856876	0.365	0.183	0	Cluster_0	Eif1
0	0.543461110934641	0.73	0.446	0	Cluster_0	Me3
0	0.54287126205964	0.918	0.67	0	Cluster_0	Cttnbp2
0	0.542552363433957	0.344	0.144	0	Cluster_0	Ppp1r1b
0	0.542106306696617	0.639	0.382	0	Cluster_0	Strn
0	0.539611727716692	0.162	0.009	0	Cluster_0	Gpr6
0	0.53819211063234	0.573	0.314	0	Cluster_0	Epha4
0	0.535363765069504	0.764	0.444	0	Cluster_0	Adamts3
0	0.533980111333921	0.234	0.068	0	Cluster_0	Rasd2
0	0.533140554404831	0.896	0.575	0	Cluster_0	Rtn1
0	0.532965740539333	0.678	0.41	0	Cluster_0	Calm2
0	0.532854245181238	0.612	0.347	0	Cluster_0	Rbms1
0	0.532502761061974	0.351	0.157	0	Cluster_0	Ajap1
0	0.532437539240189	0.35	0.163	0	Cluster_0	Clmp
0	0.531216919906614	0.886	0.594	0	Cluster_0	Atp2b2
0	0.531020385291459	0.335	0.144	0	Cluster_0	Ppp1r7
0	0.530009779869258	0.624	0.375	0	Cluster_0	Mark1
0	0.524730112498657	0.801	0.545	0	Cluster_0	Arl15
0	0.524640556406662	0.869	0.594	0	Cluster_0	Unc79
0	0.52394536611598	0.657	0.398	0	Cluster_0	Tusc3
0	0.523579059777506	0.402	0.201	0	Cluster_0	Vdac1
0	0.523546886325682	0.519	0.288	0	Cluster_0	Phf24
0	0.52353539821372	0.601	0.348	0	Cluster_0	Cacng3
0	0.523299236351448	0.547	0.31	0	Cluster_0	Arhgap20
0	0.522753321805045	0.889	0.614	0	Cluster_0	Dok6
0	0.520329824068577	0.457	0.242	0	Cluster_0	Fkbp1a
0	0.520110690603389	0.178	0.057	0	Cluster_0	Gapdh
0	0.51787587237531	0.756	0.452	0	Cluster_0	Nkain3
0	0.517431613971487	0.491	0.269	0	Cluster_0	Osbp2
0	0.514787587222024	0.778	0.507	0	Cluster_0	Pak3
0	0.51354385766252	0.624	0.375	0	Cluster_0	Celf3
0	0.512668506573743	0.321	0.142	0	Cluster_0	Gabrd
0	0.510471595598051	0.754	0.481	0	Cluster_0	Nsg2
0	0.509666213516626	0.459	0.247	0	Cluster_0	Dlgap3
0	0.509629080697964	0.846	0.502	0	Cluster_0	Prkg1
0	0.509245198633511	0.638	0.387	0	Cluster_0	Plppr4
0	0.505446575153187	0.463	0.244	0	Cluster_0	Car11
0	0.504415914325725	0.648	0.41	0	Cluster_0	Nnat
0	0.503862894593334	0.638	0.384	0	Cluster_0	Celf5
0	0.503791446854661	0.593	0.335	0	Cluster_0	Mpp6
0	0.50360206587473	0.703	0.439	0	Cluster_0	Bcl11b
0	0.50276786518453	0.664	0.372	0	Cluster_0	Sorcs3
0	0.502318595873957	0.936	0.7	0	Cluster_0	Ppp1r9a
0	0.501191908767988	0.909	0.578	0	Cluster_0	Epha6
0	0.498612625368959	0.721	0.456	0	Cluster_0	Sptbn4
0	0.497818768545021	0.828	0.569	0	Cluster_0	Trerf1
0	0.496764325536214	0.665	0.419	0	Cluster_0	Ripor2
0	0.496269186142696	0.985	0.679	0	Cluster_0	Lrrtm4
0	0.49460378192598	0.258	0.096	0	Cluster_0	Scn4b
0	0.489880555353992	0.345	0.157	0	Cluster_0	Selenow
0	0.489798604760217	0.845	0.616	0	Cluster_0	Rabgap1l
0	0.489218157916173	0.765	0.508	0	Cluster_0	Atp6v0a1
0	0.488392079514934	0.707	0.445	0	Cluster_0	Reps2
0	0.487754982573177	0.412	0.197	0	Cluster_0	Adam12
0	0.486488087532046	0.607	0.378	0	Cluster_0	Ywhaz
0	0.48564766268767	0.498	0.297	0	Cluster_0	Rab6b
0	0.483759977220829	0.643	0.378	0	Cluster_0	Gabrb2
0	0.483554146132662	0.65	0.307	0	Cluster_0	Ptprm
0	0.483436293724838	0.999	0.86	0	Cluster_0	Adgrb3
0	0.482671314856144	0.581	0.352	0	Cluster_0	Bcr
0	0.482278867831554	0.892	0.558	0	Cluster_0	Zfp385b
0	0.482015464638434	0.526	0.304	0	Cluster_0	Ak5
0	0.480014601340361	0.627	0.388	0	Cluster_0	Tmem191c
0	0.479722519223451	0.314	0.144	0	Cluster_0	Itpka
0	0.479416294504947	0.241	0.088	0	Cluster_0	Rasgrp2
0	0.478667195224068	0.307	0.141	0	Cluster_0	Car12
0	0.478538338842229	0.821	0.541	0	Cluster_0	Rbfox3
0	0.478478379820889	0.729	0.48	0	Cluster_0	Arhgef9
0	0.478259921176516	0.571	0.344	0	Cluster_0	Slc12a5
0	0.478147428592586	0.411	0.222	0	Cluster_0	Fbxl16
0	0.477599566682009	0.64	0.392	0	Cluster_0	Add2
0	0.476069792296739	0.9	0.607	0	Cluster_0	Sipa1l1
0	0.475107162152284	0.517	0.295	0	Cluster_0	Gda
0	0.474445270431358	0.668	0.425	0	Cluster_0	Nrg2
0	0.472930560140272	0.568	0.333	0	Cluster_0	Pitpnm2
0	0.472811706481688	0.137	0.037	0	Cluster_0	Aldoa
0	0.471222273369898	0.596	0.365	0	Cluster_0	5330417C22Rik
0	0.471132855716905	0.55	0.318	0	Cluster_0	Hs3st5
0	0.470604263119008	0.752	0.48	0	Cluster_0	Plcl2
0	0.466332128816666	0.544	0.303	0	Cluster_0	Sgk3
0	0.464867153021054	0.328	0.163	0	Cluster_0	Rbm24
0	0.464730267310691	0.299	0.131	0	Cluster_0	Jcad
0	0.464052705298846	0.629	0.399	0	Cluster_0	Ric8b
0	0.463660308150892	0.608	0.372	0	Cluster_0	Rasgef1a
0	0.46287544337388	0.711	0.464	0	Cluster_0	Cap2
0	0.461182370734064	0.267	0.098	0	Cluster_0	B3gat1
0	0.461075943956382	0.395	0.201	0	Cluster_0	Icam5
0	0.461032081574308	0.388	0.17	0	Cluster_0	Vav3
0	0.460999435665735	0.502	0.277	0	Cluster_0	Ngef
0	0.458718253432848	0.823	0.526	0	Cluster_0	Slc2a13
0	0.458175456133172	0.636	0.404	0	Cluster_0	Epb41l1
0	0.455608221358021	0.899	0.622	0	Cluster_0	Nptn
0	0.455042458512307	0.998	0.702	0	Cluster_0	Syt1
0	0.453602594510611	0.546	0.336	0	Cluster_0	Fam49a
0	0.452324692942807	0.723	0.446	0	Cluster_0	Kctd1
0	0.451870821023251	0.754	0.513	0	Cluster_0	Gucy1a2
0	0.451501525009253	0.347	0.18	0	Cluster_0	Atp6v1d
0	0.451015027965294	0.963	0.703	0	Cluster_0	Ptprn2
0	0.448660941035891	0.163	0.051	0	Cluster_0	Actg1
0	0.448182354645622	0.599	0.304	0	Cluster_0	Adk
0	0.446679085243102	0.246	0.094	0	Cluster_0	Chst1
0	0.445562353340014	0.67	0.437	0	Cluster_0	Focad
0	0.445215391952336	0.376	0.201	0	Cluster_0	Wipf3
0	0.443116381957073	0.536	0.331	0	Cluster_0	Kif5c
0	0.440553023377437	0.373	0.198	0	Cluster_0	Cx3cl1
0	0.438544703266323	0.905	0.65	0	Cluster_0	Fry
0	0.437990821647658	0.764	0.521	0	Cluster_0	Ptprn
0	0.436804299509094	0.169	0.053	0	Cluster_0	Pkm
0	0.436530883926932	0.722	0.457	0	Cluster_0	Tmem132b
0	0.436368954027054	0.997	0.858	0	Cluster_0	Nlgn1
0	0.435411098821178	0.323	0.162	0	Cluster_0	Efnb2
0	0.434317871752519	0.309	0.15	0	Cluster_0	Rap2b
0	0.434165278604276	0.19	0.072	0	Cluster_0	Nsg1
0	0.433004692173291	0.44	0.256	0	Cluster_0	Matk
0	0.432117208308391	0.33	0.17	0	Cluster_0	Prmt8
0	0.431803084241958	0.459	0.27	0	Cluster_0	Myh10
0	0.431336718711269	0.823	0.553	0	Cluster_0	Grin1
0	0.431330313633647	0.999	0.868	0	Cluster_0	Nkain2
0	0.431165623282338	0.395	0.211	0	Cluster_0	Actn2
0	0.429799861953267	0.911	0.69	0	Cluster_0	Dgki
0	0.429376369309855	0.29	0.139	0	Cluster_0	Dpy19l3
0	0.429164568279577	0.673	0.425	0	Cluster_0	Scn1a
0	0.42915127529249	0.389	0.218	0	Cluster_0	Arf3
0	0.428834797808338	0.48	0.273	0	Cluster_0	Rab40b
0	0.426543973662767	0.55	0.331	0	Cluster_0	Nin
0	0.426046774175588	0.945	0.731	0	Cluster_0	Dmd
0	0.425799496302013	0.618	0.389	0	Cluster_0	Kcnh1
0	0.425572569182022	0.266	0.12	0	Cluster_0	Necab2
0	0.423582212647268	0.295	0.143	0	Cluster_0	Ppp3r1
0	0.42346236370466	0.469	0.274	0	Cluster_0	Clip4
0	0.419108905310167	0.355	0.174	0	Cluster_0	Cacna2d2
0	0.41903545319853	0.967	0.659	0	Cluster_0	Tenm4
0	0.418530778754622	0.773	0.519	0	Cluster_0	Brinp1
0	0.416814614645588	0.341	0.176	0	Cluster_0	Dclk3
0	0.416607587370138	0.669	0.446	0	Cluster_0	Rock2
0	0.415327070786752	0.431	0.244	0	Cluster_0	Lmo3
0	0.413282553729119	0.595	0.351	0	Cluster_0	Prkar2b
0	0.412373055111852	0.814	0.551	0	Cluster_0	Thrb
0	0.411735479078261	0.64	0.425	0	Cluster_0	Scn8a
0	0.410869488191146	0.199	0.079	0	Cluster_0	Ano2
0	0.410139043999	0.966	0.792	0	Cluster_0	Nbea
0	0.409866887069083	0.36	0.188	0	Cluster_0	Ankrd33b
0	0.408706828441755	0.197	0.077	0	Cluster_0	Pcsk5
0	0.408693762879271	0.81	0.534	0	Cluster_0	Camk2a
0	0.40833525402457	0.698	0.457	0	Cluster_0	Rapgef4
0	0.408037254515774	0.496	0.297	0	Cluster_0	Zfyve28
0	0.405761247982116	0.131	0.037	0	Cluster_0	Trhr
0	0.405195781303207	0.869	0.61	0	Cluster_0	Gabra2
0	0.403145389819823	0.479	0.281	0	Cluster_0	Sorl1
0	0.403026914034603	0.827	0.545	0	Cluster_0	5730522E02Rik
0	0.401145642572584	0.257	0.117	0	Cluster_0	Hsph1
0	0.400765460168984	0.186	0.058	0	Cluster_0	Nt5e
0	0.399373331741914	0.611	0.389	0	Cluster_0	Slc6a6
0	0.398779756131194	0.864	0.633	0	Cluster_0	Kcnq3
0	0.397256682375621	0.633	0.397	0	Cluster_0	Nell2
0	0.395897926298657	0.646	0.418	0	Cluster_0	Fnbp1l
0	0.394396917529593	0.996	0.861	0	Cluster_0	Lrrc4c
0	0.39382478655236	0.619	0.381	0	Cluster_0	Hs6st2
0	0.390633111762084	0.263	0.119	0	Cluster_0	Pmepa1
0	0.390256103683594	0.203	0.081	0	Cluster_0	Prr7
0	0.386524592865273	0.696	0.453	0	Cluster_0	Pigk
0	0.383096277495453	0.45	0.255	0	Cluster_0	Zfhx3
0	0.38162516216318	0.486	0.286	0	Cluster_0	Ldb2
0	0.380693585245814	0.961	0.683	0	Cluster_0	Gabrb3
0	0.379231481494849	0.903	0.622	0	Cluster_0	Sorbs2
0	0.377957354227487	0.629	0.413	0	Cluster_0	Tln2
0	0.375709081493304	0.521	0.263	0	Cluster_0	Necab1
0	0.37320288692048	0.926	0.725	0	Cluster_0	Atxn1
0	0.373064223859214	0.785	0.546	0	Cluster_0	Adam23
0	0.371354681314887	0.999	0.75	0	Cluster_0	Kcnd2
0	0.369487146230118	0.986	0.713	0	Cluster_0	Ptprd
0	0.368050709829278	0.726	0.488	0	Cluster_0	Gad2
0	0.367480245974069	0.9	0.678	0	Cluster_0	Grid1
0	0.363608936848594	0.821	0.514	0	Cluster_0	Chsy3
0	0.362898646938917	0.996	0.804	0	Cluster_0	Ank3
0	0.362391354989598	0.915	0.646	0	Cluster_0	Xkr4
0	0.356036957603976	0.795	0.572	0	Cluster_0	Rcan2
0	0.352755840915908	0.581	0.353	0	Cluster_0	Gas7
0	0.345363685333062	0.995	0.835	0	Cluster_0	Il1rapl1
0	0.343756916649539	0.63	0.397	0	Cluster_0	St6galnac5
0	0.342587781235588	0.911	0.603	0	Cluster_0	Frmpd4
0	0.340656395732201	0.841	0.622	0	Cluster_0	Pard3
0	0.339584192311865	0.964	0.667	0	Cluster_0	Tenm2
0	0.339452361727495	0.871	0.613	0	Cluster_0	Pclo
0	0.337723067057676	0.498	0.294	0	Cluster_0	Tiam2
0	0.334597227081911	0.995	0.869	0	Cluster_0	Grik2
0	0.326390138066168	0.992	0.848	0	Cluster_0	Adgrl3
0	0.324260661981175	0.978	0.806	0	Cluster_0	Lrp1b
0	0.322365006892898	0.872	0.611	0	Cluster_0	Elmo1
0	0.321355275557735	0.924	0.731	0	Cluster_0	Stox2
0	0.316376610793436	0.923	0.602	0	Cluster_0	Lrfn5
0	0.314568466816257	0.607	0.381	0	Cluster_0	Slc22a23
0	0.306960724212176	0.99	0.823	0	Cluster_0	Macrod2
0	0.306782660037638	0.974	0.765	0	Cluster_0	Kirrel3
7.33431939653681e-308	0.354010997673821	0.824	0.587	1.57805216135886e-303	Cluster_0	Dtnb
8.03610342411097e-308	0.419427492397736	0.409	0.232	1.72904801273172e-303	Cluster_0	Arel1
1.92494516925677e-306	0.380975201297145	0.4	0.222	4.14171202617287e-302	Cluster_0	Fam102b
1.07410206297087e-304	0.333909257527757	0.437	0.243	2.31103799868813e-300	Cluster_0	Foxo1
5.50547050976753e-303	0.350816667871164	0.125	0.036	1.18455703488158e-298	Cluster_0	Hras
1.23129429972368e-301	0.41519109491589	0.38	0.211	2.64925281528547e-297	Cluster_0	Gnb2
1.83941300956524e-301	0.412767674422784	0.51	0.316	3.95768103138056e-297	Cluster_0	Gap43
1.67561335378659e-300	0.392694175860957	0.366	0.199	3.60524969200723e-296	Cluster_0	Ptms
3.38000197151399e-300	0.405938159597433	0.275	0.132	7.2724122419095e-296	Cluster_0	Traip
2.11932180484527e-299	0.424637229066228	0.404	0.231	4.55993279530509e-295	Cluster_0	Crocc
4.64731534481831e-298	0.417910594734818	0.419	0.242	9.99916369591108e-294	Cluster_0	Arhgap33
1.78496040197665e-297	0.395422719454619	0.579	0.374	3.84052080089297e-293	Cluster_0	Fam110b
5.53412838618664e-297	0.370515397931199	0.24	0.107	1.19072306357192e-292	Cluster_0	Gcnt2
5.08408605369152e-296	0.405189144682552	0.412	0.235	1.09389195531227e-291	Cluster_0	Vat1l
1.48201248711665e-295	0.351483566961786	0.442	0.251	3.18869806728018e-291	Cluster_0	Efna5
3.09005576916869e-295	0.410177089047742	0.223	0.095	6.64856399294335e-291	Cluster_0	Actb
9.3346309927687e-292	0.36582023772342	0.166	0.061	2.00843920440411e-287	Cluster_0	Tomm20
5.08185259948236e-290	0.396899535227074	0.671	0.464	1.09341140530462e-285	Cluster_0	Pja2
1.71083468047069e-288	0.302669930897546	0.136	0.044	3.68103189850074e-284	Cluster_0	Ppp1ca
2.31868746344494e-287	0.398429634849162	0.409	0.236	4.98888794634813e-283	Cluster_0	Camkk2
2.32948370729652e-287	0.400683194527929	0.35	0.189	5.01211714461919e-283	Cluster_0	Pifo
5.51946301659537e-286	0.407918536711152	0.421	0.248	1.18756766265066e-281	Cluster_0	Gm1043
2.57412339756146e-284	0.397183289934857	0.206	0.088	5.53848390219325e-280	Cluster_0	Got1
1.61887085738818e-282	0.367218364044194	0.472	0.283	3.48316253675642e-278	Cluster_0	Lzts1
5.60972624175484e-281	0.402696035744313	0.449	0.269	1.20698869817597e-276	Cluster_0	Tsnax
1.10941203476563e-280	0.308487708187747	0.851	0.641	2.38701093400172e-276	Cluster_0	Nebl
2.97875827924669e-278	0.403057615464619	0.296	0.153	6.40909631362719e-274	Cluster_0	Enpp5
8.12184588898701e-277	0.359091410944575	0.439	0.258	1.74749636147444e-272	Cluster_0	Rasgrp1
1.13655779603173e-276	0.310904474441445	0.428	0.246	2.44541775394187e-272	Cluster_0	Kcnip3
